Date,Slot No.,AVG PM1,AVG PM2.5,AVG PM10,Temp,RH,,,
16/12/2021,SLOT-12,14.878125,19.6296875,30.530625,43.165625,26.61875,,,
16/12/2021,SLOT-13,14.89844828,19.67931034,29.97137931,42.93793103,25.9862069,42.81818182,73.13636364,82.90909091
16/12/2021,SLOT-14,14.49133333,19.35216667,27.22766667,37.21666667,30.165,37.10169492,65.40677966,75.57627119
16/12/2021,SLOT-15,13.16067797,17.69525424,25.93355932,36.05762712,31.4779661,35.30508475,62.71186441,74.27118644
16/12/2021,SLOT-16,12.1355,16.4035,23.975,35.47,0,34.31034483,60.9137931,73.34482759
16/12/2021,SLOT-17,20.80610169,28.92423729,43.05271186,34.9,35.98813559,45.22807018,78.54385965,86.26315789
16/12/2021,SLOT-18,31.322,44.45183333,63.76083333,34.765,43.97666667,60.3559322,102.4745763,110.8983051
16/12/2021,SLOT-19,39.39866667,57.53983333,77.64466667,33.30166667,50.605,64.44067797,111.4576271,121.7288136
16/12/2021,SLOT-20,42.873,63.7715,84.154,32.04333333,53.43833333,65.52542373,114.1355932,126.1694915
16/12/2021,SLOT-21,42.91666667,63.5225,80.43733333,31.62333333,54.14,64.79661017,111.3898305,121.2542373
16/12/2021,SLOT-22,45.02266667,67.2985,84.2445,31.16666667,55.3,65.20338983,112.7966102,123.3220339
16/12/2021,SLOT-22,45.02266667,67.2985,84.2445,31.16666667,55.3,65.20338983,112.7966102,123.3220339
16/12/2021,SLOT-24,56.30333333,93.25916667,121.2806667,30.60833333,58.25666667,73.67241379,128.1034483,141.4482759
17/12/2021,SLOT-1,64.42016949,113.5866102,146.3481356,29.95423729,60.57966102,76.96551724,135.7241379,149.5862069
17/12/2021,SLOT-2,67.05366667,119.586,150.587,29.94666667,60.86,74.27586207,132.2931034,147.6724138
17/12/2021,SLOT-3,64.11816667,111.1598333,137.1325,29.69166667,61.87833333,66.3220339,119.2881356,133.7966102
17/12/2021,SLOT-4,50.49983333,80.25166667,101.7443333,29.56,58.51166667,62.47457627,111.4067797,123.5762712
17/12/2021,SLOT-5,55.48833333,92.79666667,121.4301667,28.98833333,59.33333333,66.77966102,118.6271186,131.9830508
17/12/2021,SLOT-6,60.87966667,104.2741667,131.3631667,28.65,59.60833333,70.52542373,127.6101695,144.0338983
17/12/2021,SLOT-7,64.057,113.5278333,140.8081667,28.21,60.68,72.37288136,128.559322,144.1355932
17/12/2021,SLOT-8,39.45683333,58.49733333,76.13566667,28.315,52.635,65.77586207,114.6724138,126.4655172
17/12/2021,SLOT-9,30.4685,42.55166667,60.57766667,31.965,43.34166667,63.11864407,106.4745763,115.5084746
17/12/2021,SLOT-10,26.13066667,35.82783333,55.82033333,36.865,35.71166667,59.72881356,96.23728814,104.1525424
17/12/2021,SLOT-11,21.44283333,28.41666667,43.46883333,40.06666667,28.85166667,49.38983051,79.83050847,87.11864407
17/12/2021,SLOT-12,17.942,24.0455,39.03483333,42.47333333,25.71,47.16949153,73.88135593,80.61016949
17/12/2021,SLOT-13,16.86542373,21.85,33.94220339,45.69491525,21.29661017,44.63333333,70.3,77.68333333
17/12/2021,SLOT-14,22.951,33.86166667,47.49016667,37.58833333,28.70666667,44.75438596,77.31578947,87.61403509
17/12/2021,SLOT-15,18.14816667,23.85483333,33.99566667,36.69,25.82833333,36.29310345,61.87931034,73.13793103
17/12/2021,SLOT-16,20.38533333,28.12233333,45.65966667,36.78833333,28.43333333,45.06779661,74.98305085,84.22033898
17/12/2021,SLOT-17,20.32881356,27.91661017,43.98559322,35.85254237,29.93050847,39.06896552,69.37931034,76.79310345
17/12/2021,SLOT-18,25.76183333,35.657,53.9305,33.20666667,39.59333333,0,0,0
17/12/2021,SLOT-19,33.16833333,47.4115,65.38283333,30.28166667,46.045,0,0,0
17/12/2021,SLOT-20,35.27683333,51.54533333,69.129,29.82,50.21833333,0,0,0
17/12/2021,SLOT-21,38.81016667,58.20333333,80.9175,29.76833333,50.95333333,72.48,123.8,135.84
17/12/2021,SLOT-22,37.75366667,56.988,81.74183333,30.43333333,49.99833333,68,115.4576271,126.2711864
17/12/2021,SLOT-22,37.75366667,56.988,81.74183333,30.43333333,49.99833333,68,115.4576271,126.2711864
17/12/2021,SLOT-24,41.25716667,62.3645,78.23,28.76333333,55.675,58.50847458,102.3559322,113.3559322
18/12/2021,SLOT-1,37.53508475,55.6540678,70.21423729,28.40677966,54.57457627,54.10344828,95,104.1034483
18/12/2021,SLOT-2,32.18566667,45.72333333,57.56733333,28.205,49.835,52.42372881,92.84745763,101.9661017
18/12/2021,SLOT-3,31.83733333,45.04683333,57.51516667,27.72666667,47.985,54.38983051,95.03389831,103.9830508
18/12/2021,SLOT-4,32.60583333,46.08283333,58.07333333,27.49833333,46.95833333,54.76271186,97.27118644,106.5932203
18/12/2021,SLOT-5,33.63766667,47.91216667,59.87483333,27.23,46.40666667,53.88135593,96.57627119,106.1355932
18/12/2021,SLOT-6,34.69916667,49.57866667,61.9755,26.925,46.51666667,52.62711864,95.61016949,105.4576271
18/12/2021,SLOT-7,36.37766667,52.34216667,65.85033333,26.3,47.91666667,53.28813559,96.6440678,106.7457627
18/12/2021,SLOT-8,33.921,48.33483333,61.67616667,26.74,46.34166667,51.37288136,93.84745763,104.1355932
18/12/2021,SLOT-9,27.89166667,39.17666667,60.824,30.275,39.18666667,47.94915254,85.08474576,94.62711864
18/12/2021,SLOT-10,24.9435,33.661,47.82566667,34.93666667,33.63666667,46.5862069,79.15517241,86.03448276
18/12/2021,SLOT-11,21.44,27.74241379,39.34568966,40.46206897,26.64827586,44.26666667,72.7,80.28333333
18/12/2021,SLOT-12,16.42666667,20.5805,29.68633333,46.60333333,17.58666667,42.62711864,66.47457627,74.83050847
18/12/2021,SLOT-13,17.44666667,21.80683333,33.11833333,47.56166667,16.165,40.39655172,64.0862069,74
18/12/2021,SLOT-14,18.593,24.0975,35.88183333,39.15,25.14,37.6779661,63.91525424,74.71186441
18/12/2021,SLOT-15,18.04833333,23.177,33.649,37.685,26.35666667,35.89830508,61.23728814,73.10169492
18/12/2021,SLOT-16,18.14633333,23.2155,34.77833333,36.6,26.68333333,36.37288136,61.94915254,73.06779661
18/12/2021,SLOT-17,18.31666667,23.72166667,35.06683333,36.06833333,28.305,36.38983051,61.98305085,73.18644068
18/12/2021,SLOT-18,20.00383333,26.5115,43.173,35.865,31.835,39.52542373,68.13559322,77.33898305
18/12/2021,SLOT-19,24.78666667,34.31633333,56.42816667,33.28,38.90833333,50.08474576,84.96610169,91.88135593
18/12/2021,SLOT-20,31.13716667,46.09816667,69.9245,32.08166667,42.98166667,61.72881356,104.6779661,115.4915254
18/12/2021,SLOT-21,33.20833333,50.77283333,78.1355,31.34666667,44.57,60.44067797,103.5932203,114.9661017
18/12/2021,SLOT-22,30.77516667,44.64216667,65.4015,30.13333333,47.77833333,55.70689655,96.39655172,105.5344828
18/12/2021,SLOT-22,30.77516667,44.64216667,65.4015,30.13333333,47.77833333,55.70689655,96.39655172,105.5344828
18/12/2021,SLOT-24,28.51266667,40.19266667,56.15566667,28.22,45.99,55.44067797,94.42372881,103.5084746
19/12/2021,SLOT-1,28.20915254,39.75067797,54.57711864,27.6,45.51864407,56.5862069,96.87931034,105.637931
19/12/2021,SLOT-2,26.313,36.67083333,51.0695,27.46333333,43.14333333,55.74576271,95.15254237,104.3559322
19/12/2021,SLOT-3,27.82533333,38.92583333,53.0575,27.10666667,43.13166667,59.6779661,100.7627119,109.4067797
19/12/2021,SLOT-4,26.951,37.609,52.05916667,26.645,42.05166667,60.96610169,102.8135593,112.220339
19/12/2021,SLOT-5,28.89233333,40.77583333,54.872,25.825,44.63666667,60.45762712,102.779661,112.3389831
19/12/2021,SLOT-6,27.35683333,38.36766667,52.60066667,25.66,43.665,58.54237288,100.0847458,109.5423729
19/12/2021,SLOT-7,25.35916667,35.43066667,48.198,25.72666667,41.96,52.15254237,90.42372881,99.84745763
19/12/2021,SLOT-8,25.91183333,36.52066667,50.66733333,25.73833333,42.89166667,52.93220339,92.22033898,101.0169492
19/12/2021,SLOT-9,21.38266667,29.10933333,40.92,30.18666667,34.665,44.77966102,76.88135593,84.62711864
19/12/2021,SLOT-10,19.13233333,25.4055,37.29366667,36.055,27.15666667,40.77966102,69.57627119,78.22033898
19/12/2021,SLOT-11,16.51433333,21.5555,32.5655,41.72333333,21.42,39.08474576,62.93220339,73.72881356
19/12/2021,SLOT-12,14.38,18.561,29.1305,45.90166667,17.225,39.12068966,61.67241379,72.22413793
19/12/2021,SLOT-13,14.84355932,18.69932203,29.70881356,48.90847458,14.53220339,38.74576271,60.76271186,71.69491525
19/12/2021,SLOT-14,18.72283333,24.47166667,37.7915,37.18666667,24.49166667,38.62711864,66.01694915,76.50847458
19/12/2021,SLOT-15,17.44966667,23.02116667,36.31383333,37.41166667,24.865,36.43103448,62.86206897,74
19/12/2021,SLOT-16,16.42116667,21.69316667,37.42133333,37.995,24.71166667,36.3220339,61.52542373,73.11864407
19/12/2021,SLOT-17,15.7415,20.91466667,35.913,37.425,25.58166667,35.10169492,58.88135593,72
19/12/2021,SLOT-18,25.46883333,35.16433333,57.95766667,35.35666667,37.53666667,55.98305085,79.42372881,94.23728814
19/12/2021,SLOT-19,28.603,41.531,67.7915,32.15333333,44.12666667,60.06779661,98.59322034,107.7118644
19/12/2021,SLOT-20,32.81966667,48.36066667,76.30266667,30.595,47.66666667,64.08474576,105.6949153,114.1355932
19/12/2021,SLOT-21,31.17383333,45.28483333,66.12983333,30.36166667,48.22833333,59.08474576,98.28813559,107.2881356
19/12/2021,SLOT-22,32.8145,47.96383333,68.023,29.79333333,49.785,54.10169492,92.57627119,101.3050847
19/12/2021,SLOT-22,32.8145,47.96383333,68.023,29.79333333,49.785,54.10169492,92.57627119,101.3050847
19/12/2021,SLOT-24,39.91683333,61.58733333,80.326,27.59333333,53.83166667,61.62711864,104.220339,114.5762712
20/12/2021,SLOT-1,29.15183333,42.0015,57.899,27.31166667,48.33333333,54.40350877,91.8245614,101.6666667
20/12/2021,SLOT-2,25.37583333,35.41133333,49.55916667,27.33833333,43.40333333,54.89830508,92.23728814,100.8813559
20/12/2021,SLOT-3,28.03233333,39.44366667,52.79783333,26.62666667,43.31666667,63.72881356,106.5423729,117.0338983
20/12/2021,SLOT-4,31.24083333,44.225,59.47266667,26.44166667,42.27,71.83050847,119.8983051,130.3050847
20/12/2021,SLOT-5,31.03383333,43.96416667,57.73733333,26.17833333,42.1,72.25423729,120.9830508,132.2881356
20/12/2021,SLOT-6,30.682,43.33233333,58.04283333,25.97166667,42.02666667,72.59322034,121.7457627,133.0847458
20/12/2021,SLOT-7,30.79066667,43.40316667,56.60183333,25.73833333,42.43333333,72.42372881,121.4915254,132.8135593
20/12/2021,SLOT-8,30.583,43.13366667,57.99783333,26.58833333,41.33666667,71.45762712,119.6610169,130.8813559
20/12/2021,SLOT-9,25.60233333,36.40816667,55.98033333,30.49833333,35.90666667,57.42372881,96.16949153,104.6101695
20/12/2021,SLOT-10,20.82716667,28.975,45.493,35.63333333,29.59666667,44.52542373,74.54237288,82.03389831
20/12/2021,SLOT-11,16.56066667,21.66966667,33.30833333,41.81333333,23.54,38.86206897,61.68965517,73.63793103
20/12/2021,SLOT-12,16.35333333,21.02666667,32.2055,44.66333333,21.52833333,38.76271186,59.66101695,71.01694915
20/12/2021,SLOT-13,13.3725,16.74616667,25.63633333,50.18333333,16.575,36,53.93103448,66.82758621
20/12/2021,SLOT-14,17.93083333,23.19433333,34.92766667,39.46333333,26.64833333,36.91525424,60.49152542,72.55932203
20/12/2021,SLOT-15,18.11583333,23.79533333,35.84066667,37.06166667,27.215,36.03389831,60.71186441,72.81355932
20/12/2021,SLOT-16,18.31233333,24.42033333,37.84183333,36.18333333,28.75666667,36.20338983,60.6440678,72.72881356
20/12/2021,SLOT-17,19.25433333,25.8215,40.08416667,34.90166667,30.56333333,40.06779661,66.01694915,76.16949153
20/12/2021,SLOT-18,23.94383333,33.55033333,52.14033333,34.115,40.30333333,47.55932203,77.93220339,85.84745763
20/12/2021,SLOT-19,29.56933333,42.20216667,63.7225,31.95333333,44.905,64.3220339,103.9491525,112.8474576
20/12/2021,SLOT-20,32.43966667,47.13066667,68.00483333,30.97666667,46.41166667,65.86440678,107.1525424,117.5762712
20/12/2021,SLOT-21,33.428,48.638,66.296,30.44333333,46.78333333,66.27118644,108.3220339,117.8644068
20/12/2021,SLOT-22,35.32766667,53.023,78.91383333,29.88666667,48.03666667,67.45762712,111.1525424,121.5423729
20/12/2021,SLOT-22,35.32766667,53.023,78.91383333,29.88666667,48.03666667,67.45762712,111.1525424,121.5423729
20/12/2021,SLOT-24,42.53683333,68.45766667,92.31116667,28.38666667,54.11,65.05084746,110.0338983,120.9661017
21/12/2021,SLOT-1,37.7759322,58.80372881,77.86627119,28.06949153,53.95932203,56.27586207,94.75862069,104.7413793
21/12/2021,SLOT-2,32.18016667,47.94983333,63.3825,27.66,51.19166667,49.96610169,86.10169492,95
21/12/2021,SLOT-3,28.9855,42.1115,57.66316667,27.63666667,47.99,51.50847458,86.84745763,95.05084746
21/12/2021,SLOT-4,32.41483333,48.00683333,63.3805,27.16666667,48.285,55.79661017,95.05084746,104.220339
21/12/2021,SLOT-5,35.06566667,52.36133333,67.92666667,26.74,47.93,58.44067797,99.20338983,108.8644068
21/12/2021,SLOT-6,36.5325,54.76666667,70.79016667,26.40666667,48.34333333,59.11864407,102.2542373,112.5254237
21/12/2021,SLOT-7,40.7495,61.70216667,78.309,26.25666667,47.97166667,67.44067797,118.220339,131.4237288
21/12/2021,SLOT-8,39.02066667,58.19366667,73.96016667,26.71,46.69333333,65.32758621,113.8103448,126.7413793
21/12/2021,SLOT-9,33.76683333,48.89016667,67.51216667,30.05,39.34166667,58.38983051,101.0338983,111.8135593
21/12/2021,SLOT-10,28.81583333,40.12266667,59.954,34.7,32.12166667,53.44067797,90.45762712,99.16949153
21/12/2021,SLOT-11,23.47266667,30.97633333,45.37633333,39.545,24.92166667,46.59322034,76.86440678,84.50847458
21/12/2021,SLOT-12,21.29283333,27.5145,40.25866667,42.87333333,20.16333333,43.6440678,70.27118644,78.13559322
21/12/2021,SLOT-13,19.72883333,24.9245,36.31966667,43.95333333,17.69,39.20338983,63.42372881,74.33898305
21/12/2021,SLOT-14,20.03983333,27.01783333,41.25116667,35.795,25.21333333,36.03389831,62.28813559,74.10169492
21/12/2021,SLOT-15,18.1175,24.04983333,35.76166667,34.92166667,25.47,35.28813559,59.08474576,71.72881356
21/12/2021,SLOT-16,24.69566667,35.5525,51.4535,34.565,30.33166667,46.33898305,78.66101695,89.42372881
21/12/2021,SLOT-17,25.785,35.75616667,56.00833333,36.12833333,36.05833333,52.03448276,86.36206897,93.79310345
21/12/2021,SLOT-18,30.76216667,43.82483333,66.685,34.55666667,40.43833333,60.52542373,94.71186441,104.0508475
21/12/2021,SLOT-19,35.59266667,51.14416667,72.25116667,32.57333333,45.72166667,69.31914894,98.53191489,110.0851064
21/12/2021,SLOT-20,35.453,53.15433333,77.1625,31.055,49.01,0,0,0
21/12/2021,SLOT-21,41.88983333,66.329,93.37416667,30.52,50.89666667,0,0,0
21/12/2021,SLOT-22,41.81433333,66.7585,95.01916667,30.11,51.66666667,0,0,0
21/12/2021,SLOT-22,41.81433333,66.7585,95.01916667,30.11,51.66666667,0,0,0
21/12/2021,SLOT-24,51.45866667,88.74716667,120.8733333,29.33333333,53.52666667,0,0,0
22/12/2021,SLOT-1,57.15847458,100.9237288,129.9415254,28.03559322,57.73389831,0,0,0
22/12/2021,SLOT-2,57.02566667,100.3365,125.1563333,27.18,60.015,0,0,0
22/12/2021,SLOT-3,55.20216667,96.40166667,116.3001667,27.085,59.34833333,0,0,0
22/12/2021,SLOT-4,51.87933333,89.85916667,109.8818333,26.71,59.47,0,0,0
22/12/2021,SLOT-5,50.1275,85.359,104.0046667,26.30833333,59.08666667,0,0,0
22/12/2021,SLOT-6,45.76,74.84966667,88.549,25.92333333,58.14333333,0,0,0
22/12/2021,SLOT-7,45.18483333,73.364,87.111,25.78833333,57.46666667,0,0,0
22/12/2021,SLOT-8,47.46166667,78.75433333,96.37483333,26.40833333,57.685,0,0,0
22/12/2021,SLOT-9,37.2365,57.42116667,73.38516667,29.39833333,48.88333333,0,0,0
22/12/2021,SLOT-10,31.978,45.871,66.09383333,34.35166667,38.56666667,0,0,0
22/12/2021,SLOT-11,27.36233333,36.60433333,52.47716667,40.095,27.38666667,58,91.66666667,102.3333333
22/12/2021,SLOT-12,24.96084746,32.51966102,47.60711864,43.98644068,21.32372881,57.98305085,89.91525424,97.47457627
22/12/2021,SLOT-13,23.42473684,29.89333333,45.84263158,46.89122807,17.92807018,55,85.43859649,92.80701754
22/12/2021,SLOT-14,24.43066667,32.055,45.5075,38.96166667,25.98166667,53.68965517,87.4137931,95.44827586
22/12/2021,SLOT-15,24.586,33.427,51.09566667,38.285,27.865,54.62711864,88.88135593,97.01694915
22/12/2021,SLOT-16,24.65466667,33.65083333,49.33233333,35.32,29.855,55.81355932,91.6779661,100.2881356
22/12/2021,SLOT-17,26.00933333,36.2955,54.85066667,34.32833333,33.45,55.50847458,91.93220339,100.440678
22/12/2021,SLOT-18,29.34216667,41.31183333,61.839,34.43333333,39.53666667,67.41463415,109.4390244,119.3414634
22/12/2021,SLOT-19,33.35866667,48.33516667,70.73016667,31.93166667,44.30833333,65.37931034,108.7241379,120.2931034
22/12/2021,SLOT-20,41.25516667,62.8415,92.05416667,30.675,48.98166667,76.3559322,124.9152542,137.5084746
22/12/2021,SLOT-21,43.98383333,70.90166667,104.3413333,30.44166667,48.33166667,77.93220339,131.4915254,146.1186441
22/12/2021,SLOT-22,44.50033333,71.10533333,99.91033333,29.72666667,50.00666667,73.28813559,124.3050847,137.1016949
22/12/2021,SLOT-22,44.50033333,71.10533333,99.91033333,29.72666667,50.00666667,73.28813559,124.3050847,137.1016949
22/12/2021,SLOT-24,56.388,97.19083333,128.322,28.495,54.75833333,80.03389831,137.6101695,154.8474576
23/12/2021,SLOT-1,67.89957983,119.6860504,149.6031092,28.11512605,59.86554622,80.17241379,138.4137931,154.8965517
23/12/2021,SLOT-2,71.61975,128.8581667,157.9965,27.65166667,60.69083333,76.49152542,132.2881356,148.0677966
23/12/2021,SLOT-3,69.66416667,124.007,150.6186667,27.51083333,60.2925,76.28813559,131.5084746,148.559322
23/12/2021,SLOT-4,69.262,124.2249167,150.14375,27.39,59.93166667,74.23728814,128.5423729,143.5423729
23/12/2021,SLOT-5,63.95566667,110.6405833,131.8796667,26.81333333,60.39916667,75.89830508,130.3050847,146.9152542
23/12/2021,SLOT-6,60.69658333,103.8710833,123.6213333,26.5525,59.8775,77.37288136,132.9830508,148.2711864
23/12/2021,SLOT-7,57.64341667,96.29975,115.7560833,26.35833333,59.21,75.61016949,130.6610169,146.6440678
23/12/2021,SLOT-8,56.39825,93.32583333,111.6163333,26.35666667,59.08333333,76.50847458,131.0338983,146
23/12/2021,SLOT-9,41.05725,61.34525,81.82825,29.73833333,50.56916667,72.16949153,120.0169492,131.3898305
23/12/2021,SLOT-10,33.79766667,47.68041667,67.86758333,35.20666667,38.67916667,79.72881356,128.0169492,139.6101695
23/12/2021,SLOT-11,29.26307692,38.38912088,53.42472527,41.30549451,28.50989011,73.49152542,112.779661,122.9661017
23/12/2021,SLOT-12,27.64966667,36.156,54.1665,44.435,22.53,70.23728814,106.3220339,115.2711864
23/12/2021,SLOT-13,22.49483333,27.8825,39.226,50.105,16.59666667,65.63793103,96.27586207,102.9137931
23/12/2021,SLOT-14,27.12616667,35.80116667,50.602,37.745,25.6,60.22033898,97.96610169,106
23/12/2021,SLOT-15,30.93785714,42.27464286,60.28125,35.44821429,31.30535714,65.57142857,107.7678571,117.6071429
23/12/2021,SLOT-16,32.9055,45.69,65.56275,35.9075,33.615,72.93023256,118.5348837,129.7674419
23/12/2021,SLOT-17,32.54516667,45.1655,62.5685,33.51,33.65166667,70.62711864,116.6949153,127.3728814
23/12/2021,SLOT-18,36.4245,51.84283333,70.1495,32.75,39.60166667,76.57627119,126.6271186,137.9491525
23/12/2021,SLOT-19,44.68816667,66.35483333,92.45033333,32.54666667,46.235,86.10169492,142.0338983,156.8813559
23/12/2021,SLOT-20,53.7395,83.859,112.5461667,31.01166667,50.905,89.28813559,150.6271186,166.8305085
23/12/2021,SLOT-21,60.33383333,97.01566667,122.1675,30.51,53.9,92.40677966,155.1016949,172.3559322
23/12/2021,SLOT-22,68.01783333,119.492,149.564,30.44333333,55.27666667,92.53448276,158.7241379,179.3448276
23/12/2021,SLOT-22,68.01783333,119.492,149.564,30.44333333,55.27666667,92.53448276,158.7241379,179.3448276
23/12/2021,SLOT-24,72.35333333,127.8166667,163.7663333,29.27833333,58.98166667,94.62711864,160.5423729,179.3050847
24/12/2021,SLOT-1,0,0,0,0,0,90.12068966,153.1551724,170.8103448
24/12/2021,SLOT-2,0,0,0,0,0,93.42372881,159.1864407,177.8474576
24/12/2021,SLOT-3,0,0,0,0,0,93.28813559,159.779661,178.9830508
24/12/2021,SLOT-4,0,0,0,0,0,92.23728814,159.1864407,177.7627119
24/12/2021,SLOT-5,0,0,0,0,0,81.69491525,141.2711864,157.3728814
24/12/2021,SLOT-6,0,0,0,0,0,77.15254237,131.2542373,145.8474576
24/12/2021,SLOT-7,0,0,0,0,0,76.06779661,127.6271186,141.7288136
24/12/2021,SLOT-8,0,0,0,0,0,76.25423729,128.3220339,141.7457627
24/12/2021,SLOT-9,0,0,0,0,0,69.49152542,113.9152542,124.1864407
24/12/2021,SLOT-10,0,0,0,0,0,65.05172414,101.5517241,109.9310345
24/12/2021,SLOT-11,25.33875,31.73375,42.82125,44.8375,22.3875,65.76666667,98.15,105.9
24/12/2021,SLOT-12,22.58533333,27.87266667,38.96233333,49.39166667,19.16666667,68.52542373,97.79661017,103.9491525
24/12/2021,SLOT-13,23.39433333,28.72316667,39.79733333,50.29333333,16.79666667,66.40677966,97.20338983,104.2372881
24/12/2021,SLOT-14,30.31583333,40.186,55.626,37.83833333,28,65.56896552,105.8448276,116.0517241
24/12/2021,SLOT-15,28.251,37.7825,52.81016667,37.13333333,33.865,63.30508475,100.7627119,108.9661017
24/12/2021,SLOT-16,29.77783333,40.69033333,56.2515,34.96166667,35.41,64.10169492,102.9322034,111.4576271
24/12/2021,SLOT-17,29.5365,40.35666667,55.69966667,34.205,40.2,66.18644068,103.7457627,112.1016949
24/12/2021,SLOT-18,33.42576271,46.70864407,63.69237288,34.4559322,46.71355932,72.61016949,111.8474576,121.6779661
24/12/2021,SLOT-19,42.598,63.08233333,84.50733333,32.21166667,53.20166667,82.81355932,129.8983051,140.4067797
24/12/2021,SLOT-20,42.19083333,63.44483333,86.17566667,31.215,56.145,79.77966102,125.6779661,135.5084746
24/12/2021,SLOT-21,39.6365,59.31183333,80.39833333,30.705,57.625,77.40677966,120.2372881,129.5254237
24/12/2021,SLOT-22,40.794,61.86033333,83.426,30.17333333,58.83333333,78.08474576,120.5254237,129.7627119
24/12/2021,SLOT-22,40.794,61.86033333,83.426,30.17333333,58.83333333,78.08474576,120.5254237,129.7627119
24/12/2021,SLOT-24,59.22966667,98.61833333,126.8303333,28.84666667,61.71666667,90.06779661,143.8135593,155.6779661
25/12/2021,SLOT-1,63.2259322,107.4925424,139.7508475,28.54576271,62.59322034,91.0862069,146.4482759,158.3103448
25/12/2021,SLOT-2,91.72768595,198.9627273,274.7992562,27.94793388,64.10578512,94.81355932,151.220339,164.3728814
25/12/2021,SLOT-3,0,0,0,0,0,98,157,168
25/12/2021,SLOT-4,0,0,0,0,0,0,0,0
25/12/2021,SLOT-5,0,0,0,0,0,0,0,0
25/12/2021,SLOT-6,0,0,0,0,0,0,0,0
25/12/2021,SLOT-7,0,0,0,0,0,0,0,0
25/12/2021,SLOT-8,0,0,0,0,0,0,0,0
25/12/2021,SLOT-9,0,0,0,0,0,0,0,0
25/12/2021,SLOT-10,0,0,0,0,0,0,0,0
25/12/2021,SLOT-11,14.52,19.82,26.47818182,41.25454545,34.24545455,58.46666667,85,89.8
25/12/2021,SLOT-12,13.156,17.66363636,24.88618182,45.53272727,27.14181818,55.91525424,80.52542373,86.93220339
25/12/2021,SLOT-13,11.50222222,14.88111111,21.41555556,47.08888889,21.7037037,47.21212121,68.12121212,76.81818182
25/12/2021,SLOT-14,0,0,0,0,0,42.74576271,68.27118644,77.47457627
25/12/2021,SLOT-15,0,0,0,0,0,37.38983051,60.13559322,72.3220339
25/12/2021,SLOT-16,0,0,0,0,0,33.3559322,52.15254237,65.81355932
25/12/2021,SLOT-17,13.11619048,18.70285714,31.28809524,35.08571429,44.36666667,32.76271186,51.11864407,64.30508475
25/12/2021,SLOT-18,14.61316667,21.454,34.16166667,33.87833333,47.93666667,36.55932203,57.54237288,70.57627119
25/12/2021,SLOT-19,16.31483333,24.59633333,40.0515,31.84833333,53.64833333,34.98305085,56,69.11864407
25/12/2021,SLOT-20,18.91233333,29.466,50.06316667,30.73166667,57.205,36.75862069,59.18965517,71.79310345
25/12/2021,SLOT-21,19.58766667,30.258,53.51833333,30.08,56.175,37.72881356,61.83050847,73.01694915
25/12/2021,SLOT-22,20.93883333,31.52183333,50.4505,29.52333333,55.38166667,39.83050847,64.89830508,74.96610169
25/12/2021,SLOT-22,20.93883333,31.52183333,50.4505,29.52333333,55.38166667,39.83050847,64.89830508,74.96610169
25/12/2021,SLOT-24,35.51983051,56.84135593,80.07152542,28.81355932,60.04237288,60.84745763,104.3050847,117.5932203
26/12/2021,SLOT-1,38.90474576,65.14033898,96.10898305,28.52372881,61.44237288,64.79310345,109.4827586,121.8965517
26/12/2021,SLOT-2,34.526,59.059,89.60066667,28.30333333,61.72,51.13559322,85.76271186,96.22033898
26/12/2021,SLOT-3,43.64016667,78.93983333,108.262,27.965,63.34333333,52.42372881,89.20338983,98.62711864
26/12/2021,SLOT-4,44.76866667,79.276,102.14,27.675,64.32166667,49.42372881,84.52542373,94.18644068
26/12/2021,SLOT-5,43.5859322,76.53508475,100.3011864,27.37288136,64.63220339,49.96610169,85.08474576,94.69491525
26/12/2021,SLOT-6,46.17033898,79.15627119,98.85694915,27.12711864,64.3559322,52.84745763,92.11864407,102.6949153
26/12/2021,SLOT-7,50.31433333,92.60166667,114.8743333,26.68,65.17833333,53.52542373,92.55932203,102.7118644
26/12/2021,SLOT-8,38.74033333,64.98866667,81.90783333,27.00666667,63.61,53.91525424,91.16949153,100.3050847
26/12/2021,SLOT-9,22.84169492,32.43,38.90677966,30.65762712,53.49830508,51.20338983,81.88135593,89.27118644
26/12/2021,SLOT-10,19.80086207,27.12724138,33.42982759,36.0362069,41.85344828,51.27118644,80.08474576,89.16949153
26/12/2021,SLOT-11,16.73716667,22.24733333,29.33883333,39.84666667,35.80666667,41.84745763,60.83050847,71.49152542
26/12/2021,SLOT-12,16.17793103,21.11224138,30.00293103,42.13448276,29.49827586,41.62068966,53,67
26/12/2021,SLOT-13,19.04827586,24.985,36.22017241,38.3137931,31.13103448,36,53,67
26/12/2021,SLOT-14,17.46928571,23.51142857,37.00053571,37.19642857,37.45357143,42.23728814,65.84745763,75.57627119
26/12/2021,SLOT-15,17.37933333,23.706,38.00833333,36.69833333,36.76666667,40.08333333,63.88333333,74.45
26/12/2021,SLOT-16,19.35616667,26.57033333,43.3775,35.645,40.78,44.93220339,71.55932203,78.69491525
26/12/2021,SLOT-17,22.7875,31.17883333,45.88566667,35.87333333,45.53666667,52.27118644,82.47457627,89.52542373
26/12/2021,SLOT-18,28.4155,40.113,61.73616667,34.22166667,50.18833333,59.66101695,95.66101695,103.5932203
26/12/2021,SLOT-19,38.92,57.98166667,86.34683333,31.95166667,56.29,67.5,111.1724138,120.8103448
