YEAR,MO,DY,HR,T2M,RH2M,WS2M,WD2M,
2022,6,22,15,25.61,86.75,1.64,240.63,6/22/2022
2022,6,22,16,24.97,90.19,1.52,234.19,6/22/2022
2022,6,22,17,24.28,94.12,1.2,225.79,6/22/2022
2022,6,22,18,23.45,98.19,0.65,217.15,6/22/2022
2022,6,22,19,22.96,99.19,0.51,208.54,6/22/2022
2022,6,22,20,22.62,99.12,0.38,196.59,6/22/2022
2022,6,22,21,22.28,98.94,0.3,181.47,6/22/2022
2022,6,22,22,22.04,98.69,0.31,172.69,6/22/2022
2022,6,22,23,21.79,99.12,0.37,181.22,6/22/2022
2022,6,23,0,21.66,100,0.41,207.05,6/23/2022
2022,6,23,1,21.77,100,0.53,233.47,6/23/2022
2022,6,23,2,21.86,100,0.58,237.59,6/23/2022
2022,6,23,3,21.94,99.62,0.52,231.07,6/23/2022
2022,6,23,4,22.06,99.75,0.49,228.22,6/23/2022
2022,6,23,5,22.41,99.56,0.66,233.13,6/23/2022
2022,6,23,6,23.28,97.69,1.26,235.33,6/23/2022
2022,6,23,7,24.02,94.88,1.78,237.57,6/23/2022
2022,6,23,8,24.76,88.94,2.08,245.16,6/23/2022
2022,6,23,9,25.4,83.44,2.12,244.66,6/23/2022
2022,6,23,10,26.02,79.81,2.09,238.27,6/23/2022
2022,6,23,11,26.35,77.69,2.09,230,6/23/2022
2022,6,23,12,26.3,79.31,2.2,220.82,6/23/2022
2022,6,23,13,25.94,83.69,2.4,217.32,6/23/2022
2022,6,23,14,25.55,85.94,2.74,218.86,6/23/2022
2022,6,23,15,25.08,87.75,2.83,221.87,6/23/2022
2022,6,23,16,24.57,88.88,2.9,224.45,6/23/2022
2022,6,23,17,23.8,91.56,2.49,223.73,6/23/2022
2022,6,23,18,23.07,94.94,1.92,219.89,6/23/2022
2022,6,23,19,22.69,97,1.68,217.62,6/23/2022
2022,6,23,20,22.65,97.12,1.6,217.48,6/23/2022
2022,6,23,21,22.55,97.94,1.56,222.56,6/23/2022
2022,6,23,22,22.58,98.25,1.51,227.09,6/23/2022
2022,6,23,23,22.56,98.31,1.47,227.15,6/23/2022
2022,6,24,0,22.5,98.75,1.42,227.68,6/24/2022
2022,6,24,1,22.55,98.5,1.42,231.04,6/24/2022
2022,6,24,2,22.51,98.5,1.5,237.3,6/24/2022
2022,6,24,3,22.37,98.44,1.46,244.95,6/24/2022
2022,6,24,4,22.23,98.38,1.3,246.35,6/24/2022
2022,6,24,5,22.12,97.94,1.26,240.74,6/24/2022
2022,6,24,6,22.54,96.25,1.45,236.65,6/24/2022
2022,6,24,7,23.17,93.88,1.79,236.24,6/24/2022
2022,6,24,8,23.94,89.25,1.94,237.53,6/24/2022
2022,6,24,9,24.8,83.19,2.14,240.44,6/24/2022
2022,6,24,10,25.37,79.75,2.32,244.21,6/24/2022
2022,6,24,11,25.71,79,2.45,246.87,6/24/2022
2022,6,24,12,25.98,80.25,2.57,245.38,6/24/2022
2022,6,24,13,26.19,81.88,2.65,241.09,6/24/2022
2022,6,24,14,26.01,85.44,2.71,233.79,6/24/2022
2022,6,24,15,25.5,90.12,2.66,227.38,6/24/2022
2022,6,24,16,25.07,93.62,2.45,227.06,6/24/2022
2022,6,24,17,24.68,96,2.09,235.18,6/24/2022
2022,6,24,18,24.21,97.19,1.64,252.26,6/24/2022
2022,6,24,19,23.6,97.06,1.51,270.3,6/24/2022
2022,6,24,20,22.96,97.31,1.23,281.02,6/24/2022
2022,6,24,21,22.58,97.81,0.92,280.74,6/24/2022
2022,6,24,22,22.39,98.25,0.74,260.84,6/24/2022
2022,6,24,23,22.32,98.94,0.76,245.8,6/24/2022
2022,6,25,0,22.49,98.69,1.15,240.64,6/25/2022
2022,6,25,1,22.48,98.44,1.2,237.24,6/25/2022
2022,6,25,2,22.39,98.44,1.21,235.28,6/25/2022
2022,6,25,3,22.3,98.38,1.28,236.21,6/25/2022
2022,6,25,4,22.33,98.38,1.28,237.18,6/25/2022
2022,6,25,5,22.41,98.5,1.16,237.38,6/25/2022
2022,6,25,6,22.9,97.44,1.5,238.88,6/25/2022
2022,6,25,7,23.69,95.56,1.81,238.57,6/25/2022
2022,6,25,8,24.57,92.75,2.17,241.41,6/25/2022
2022,6,25,9,25.49,87.5,2.71,245.5,6/25/2022
2022,6,25,10,26.22,83.5,3.07,245.85,6/25/2022
2022,6,25,11,26.76,80.44,3.29,245.44,6/25/2022
2022,6,25,12,26.86,79,3.31,244.83,6/25/2022
2022,6,25,13,26.63,79.88,3.16,242.74,6/25/2022
2022,6,25,14,26.28,81.88,2.94,238.8,6/25/2022
2022,6,25,15,25.93,84.38,2.77,235.46,6/25/2022
2022,6,25,16,25.23,89.25,2.51,232.84,6/25/2022
2022,6,25,17,24.54,93.94,2.16,228.66,6/25/2022
2022,6,25,18,23.95,96.31,1.98,225.16,6/25/2022
2022,6,25,19,23.69,96.81,2.07,223.93,6/25/2022
2022,6,25,20,23.55,97.19,2.18,226.74,6/25/2022
2022,6,25,21,23.49,97.06,2.26,230.04,6/25/2022
2022,6,25,22,23.48,97.12,2.3,231.89,6/25/2022
2022,6,25,23,23.46,97.19,2.24,232.93,6/25/2022
2022,6,26,0,23.39,97.5,2.14,234.68,6/26/2022
2022,6,26,1,23.37,97.44,2.03,238.2,6/26/2022
2022,6,26,2,23.28,97.81,1.95,241.79,6/26/2022
2022,6,26,3,23.26,97.75,1.86,242.68,6/26/2022
2022,6,26,4,23.13,98.06,1.76,240.7,6/26/2022
2022,6,26,5,23.08,97.94,1.69,239.17,6/26/2022
2022,6,26,6,23.58,96.94,2.01,239.15,6/26/2022
2022,6,26,7,24.48,94.19,2.35,240.7,6/26/2022
2022,6,26,8,25.42,88.62,2.74,244.31,6/26/2022
2022,6,26,9,26.36,83.88,2.97,246.13,6/26/2022
2022,6,26,10,27.03,81.06,3.09,247.26,6/26/2022
2022,6,26,11,27.51,78.25,3.18,248.54,6/26/2022
2022,6,26,12,27.54,77.31,3.2,249.13,6/26/2022
2022,6,26,13,27.19,78.75,3.09,247.26,6/26/2022
2022,6,26,14,26.73,80.94,2.92,244.19,6/26/2022
2022,6,26,15,26.14,84.31,2.66,241.4,6/26/2022
2022,6,26,16,25.37,89.81,2.25,238.08,6/26/2022
2022,6,26,17,24.64,94.94,1.87,231.79,6/26/2022
2022,6,26,18,24.05,96.5,1.61,225.78,6/26/2022
2022,6,26,19,23.69,97,1.61,222.26,6/26/2022
2022,6,26,20,23.52,97.19,1.64,220.75,6/26/2022
2022,6,26,21,23.48,97.31,1.78,222.51,6/26/2022
2022,6,26,22,23.48,97.19,1.93,225.16,6/26/2022
2022,6,26,23,23.42,97.5,1.98,226.92,6/26/2022
2022,6,27,0,23.39,97.44,1.93,227.96,6/27/2022
2022,6,27,1,23.42,97.56,1.81,229.37,6/27/2022
2022,6,27,2,23.47,97.56,1.76,229.87,6/27/2022
2022,6,27,3,23.48,97.81,1.8,231.53,6/27/2022
2022,6,27,4,23.51,97.75,1.81,233.43,6/27/2022
2022,6,27,5,23.51,97.94,1.7,233.39,6/27/2022
2022,6,27,6,23.73,97.25,1.66,235.34,6/27/2022
2022,6,27,7,24.12,96,1.94,237.97,6/27/2022
2022,6,27,8,24.69,93.12,2.19,239.88,6/27/2022
2022,6,27,9,25.22,89.38,2.33,242.4,6/27/2022
2022,6,27,10,25.72,86.31,2.47,244.57,6/27/2022
2022,6,27,11,26.04,84.88,2.54,245.09,6/27/2022
2022,6,27,12,26.19,84.25,2.62,244.81,6/27/2022
2022,6,27,13,26.25,84.44,2.67,244.93,6/27/2022
2022,6,27,14,26.07,85.75,2.66,246.6,6/27/2022
2022,6,27,15,25.82,87.31,2.54,249.28,6/27/2022
2022,6,27,16,25.39,90.38,2.2,250.09,6/27/2022
2022,6,27,17,24.83,94.38,1.72,248.1,6/27/2022
2022,6,27,18,24.13,97.12,1.22,246.22,6/27/2022
2022,6,27,19,23.91,97.5,1.24,247.32,6/27/2022
2022,6,27,20,23.83,97.75,1.18,247.5,6/27/2022
2022,6,27,21,23.73,98.06,1.07,243.62,6/27/2022
2022,6,27,22,23.65,98.06,1.06,239.83,6/27/2022
2022,6,27,23,23.53,98.31,1.15,237.17,6/27/2022
2022,6,28,0,23.41,98.31,1.16,234.06,6/28/2022
2022,6,28,1,23.31,98.38,1.13,232.89,6/28/2022
2022,6,28,2,23.21,98.25,1.02,235.58,6/28/2022
2022,6,28,3,23.08,98.44,0.93,236.98,6/28/2022
2022,6,28,4,22.97,98.75,0.81,237.23,6/28/2022
2022,6,28,5,22.98,98.56,0.79,239.13,6/28/2022
2022,6,28,6,23.47,97.81,1.11,239.11,6/28/2022
2022,6,28,7,24.19,96,1.41,242.3,6/28/2022
2022,6,28,8,24.99,92.56,1.65,247.44,6/28/2022
2022,6,28,9,25.74,88.25,1.81,252.11,6/28/2022
2022,6,28,10,26.39,84.5,1.93,256.69,6/28/2022
2022,6,28,11,26.74,82.81,1.99,258.47,6/28/2022
2022,6,28,12,26.78,83.12,2.06,259.71,6/28/2022
2022,6,28,13,26.6,84.5,2.05,260.57,6/28/2022
2022,6,28,14,26.32,86.38,2.02,260.65,6/28/2022
2022,6,28,15,25.88,89.44,1.91,259.65,6/28/2022
2022,6,28,16,25.39,92.94,1.7,256.47,6/28/2022
2022,6,28,17,24.8,95.44,1.46,251.95,6/28/2022
2022,6,28,18,24.22,97,1.24,245.38,6/28/2022
2022,6,28,19,23.79,98,1.22,238.85,6/28/2022
2022,6,28,20,23.65,97.94,1.16,239.3,6/28/2022
2022,6,28,21,23.49,98.31,0.94,240.67,6/28/2022
2022,6,28,22,23.32,98.88,0.72,242.04,6/28/2022
2022,6,28,23,23.23,99.19,0.71,241.19,6/28/2022
2022,6,29,0,23.24,98.88,0.73,239.04,6/29/2022
2022,6,29,1,23.15,99.38,0.72,238.39,6/29/2022
2022,6,29,2,23.21,99.25,0.81,238.47,6/29/2022
2022,6,29,3,23.3,99,0.87,236.74,6/29/2022
2022,6,29,4,23.42,98.81,1.06,235.49,6/29/2022
2022,6,29,5,23.55,98.38,1.31,238.21,6/29/2022
2022,6,29,6,23.94,97.5,1.65,239.92,6/29/2022
2022,6,29,7,24.51,96.06,2.01,241.44,6/29/2022
2022,6,29,8,25.01,93.44,2.35,248.3,6/29/2022
2022,6,29,9,25.61,89.94,2.53,252.96,6/29/2022
2022,6,29,10,26.05,87.44,2.63,255.72,6/29/2022
2022,6,29,11,26.62,84.69,2.63,257.49,6/29/2022
2022,6,29,12,26.81,83.25,2.59,258.52,6/29/2022
2022,6,29,13,26.87,82.75,2.51,257.78,6/29/2022
2022,6,29,14,26.58,83.88,2.47,255.7,6/29/2022
2022,6,29,15,26.19,85.44,2.44,252.9,6/29/2022
2022,6,29,16,25.55,88.81,2.33,249.8,6/29/2022
2022,6,29,17,24.69,94,2.04,246.08,6/29/2022
2022,6,29,18,24,96.94,1.78,244.22,6/29/2022
2022,6,29,19,23.7,97.62,1.68,245.34,6/29/2022
2022,6,29,20,23.64,97.69,1.53,247.11,6/29/2022
2022,6,29,21,23.55,98,1.54,248.9,6/29/2022
2022,6,29,22,23.5,98.12,1.46,248.65,6/29/2022
2022,6,29,23,23.45,98.12,1.45,247.85,6/29/2022
2022,6,30,0,23.45,98.12,1.46,246.72,6/30/2022
2022,6,30,1,23.31,98.38,1.48,245.06,6/30/2022
2022,6,30,2,23.26,98,1.53,246.45,6/30/2022
2022,6,30,3,23.14,98.12,1.45,250.49,6/30/2022
2022,6,30,4,23.06,98.31,1.26,249.65,6/30/2022
2022,6,30,5,23.01,98.5,1.23,247.18,6/30/2022
2022,6,30,6,23.6,97.19,1.64,245.26,6/30/2022
2022,6,30,7,24.48,94.62,2,247.24,6/30/2022
2022,6,30,8,25.35,90.25,2.39,250.91,6/30/2022
2022,6,30,9,26.17,86.44,2.66,253.11,6/30/2022
2022,6,30,10,26.9,83.12,2.88,256.19,6/30/2022
2022,6,30,11,27.12,82.31,2.96,258.72,6/30/2022
2022,6,30,12,27.14,82.56,2.99,259.92,6/30/2022
2022,6,30,13,26.98,83.12,2.96,260.44,6/30/2022
2022,6,30,14,26.65,84.81,2.84,259.71,6/30/2022
2022,6,30,15,26.19,87.75,2.67,258.16,6/30/2022
2022,6,30,16,25.5,91.94,2.31,256.9,6/30/2022
2022,6,30,17,24.93,95.62,1.86,254.91,6/30/2022
2022,6,30,18,24.45,97.38,1.49,254.51,6/30/2022
2022,6,30,19,24.21,97.69,1.29,253.1,6/30/2022
2022,6,30,20,23.99,97.75,1.24,251.22,6/30/2022
2022,6,30,21,23.81,97.94,1.14,252.06,6/30/2022
2022,6,30,22,23.64,98.38,1.08,251.04,6/30/2022
2022,6,30,23,23.55,98.19,1.05,250.49,6/30/2022
2022,7,1,0,23.43,98.38,1.04,250.75,7/1/2022
2022,7,1,1,23.36,98.56,0.99,250.56,7/1/2022
2022,7,1,2,23.33,98.5,0.83,249.7,7/1/2022
2022,7,1,3,23.37,98.44,1.11,249.02,7/1/2022
2022,7,1,4,23.44,98.19,1.25,249.19,7/1/2022
2022,7,1,5,23.4,98.25,1.21,250.05,7/1/2022
2022,7,1,6,23.8,97.5,1.48,248.7,7/1/2022
2022,7,1,7,24.39,95.94,1.82,249.93,7/1/2022
2022,7,1,8,25.08,92.56,2.3,257.24,7/1/2022
2022,7,1,9,25.73,88.62,2.61,261.75,7/1/2022
2022,7,1,10,26.12,86.81,2.75,262.49,7/1/2022
2022,7,1,11,26.26,86.31,2.83,262.23,7/1/2022
2022,7,1,12,26.43,85.88,2.91,261.83,7/1/2022
2022,7,1,13,26.45,86.06,2.93,262.04,7/1/2022
2022,7,1,14,26.15,87.81,2.82,261.71,7/1/2022
2022,7,1,15,25.68,90.81,2.51,260.68,7/1/2022
2022,7,1,16,25.08,94.25,2.11,258.48,7/1/2022
2022,7,1,17,24.63,96.62,1.74,258.08,7/1/2022
2022,7,1,18,24.23,97.38,1.56,261.34,7/1/2022
2022,7,1,19,23.98,97.38,1.58,265.45,7/1/2022
2022,7,1,20,23.8,97.88,1.48,266.37,7/1/2022
2022,7,1,21,23.69,98.19,1.33,265.63,7/1/2022
2022,7,1,22,23.66,98.19,1.23,263.46,7/1/2022
2022,7,1,23,23.64,98.12,1.22,259.34,7/1/2022
2022,7,2,0,23.64,98.06,1.3,253.63,7/2/2022
2022,7,2,1,23.57,98.38,1.4,252.07,7/2/2022
2022,7,2,2,23.55,97.81,1.55,253.86,7/2/2022
2022,7,2,3,23.43,97.88,1.51,255.6,7/2/2022
2022,7,2,4,23.32,98.06,1.51,257.18,7/2/2022
2022,7,2,5,23.26,98.12,1.41,257.51,7/2/2022
2022,7,2,6,23.55,97.31,1.75,256.09,7/2/2022
2022,7,2,7,24.04,96,2.23,257.43,7/2/2022
2022,7,2,8,24.78,92.88,2.53,262.2,7/2/2022
2022,7,2,9,25.48,88.69,2.76,264.31,7/2/2022
2022,7,2,10,25.98,86.69,2.82,263.64,7/2/2022
2022,7,2,11,26.51,84.31,2.92,263.71,7/2/2022
2022,7,2,12,26.72,83.38,2.96,263.64,7/2/2022
2022,7,2,13,26.6,83.62,2.93,263.42,7/2/2022
2022,7,2,14,26.26,85.25,2.81,262.82,7/2/2022
2022,7,2,15,25.65,88.81,2.56,260.51,7/2/2022
2022,7,2,16,25.09,92.5,2.27,258.26,7/2/2022
2022,7,2,17,24.62,95.56,1.91,254.09,7/2/2022
2022,7,2,18,24.11,97.31,1.59,251.65,7/2/2022
2022,7,2,19,23.9,97.88,1.45,251.08,7/2/2022
2022,7,2,20,23.86,98.06,1.38,251.15,7/2/2022
2022,7,2,21,23.83,98.25,1.29,249.36,7/2/2022
2022,7,2,22,23.85,98.06,1.34,246.71,7/2/2022
2022,7,2,23,23.8,98.12,1.5,245.7,7/2/2022
2022,7,3,0,23.79,97.81,1.59,246.58,7/3/2022
2022,7,3,1,23.73,98.06,1.65,247.09,7/3/2022
2022,7,3,2,23.73,98.19,1.49,248.42,7/3/2022
2022,7,3,3,23.66,98.25,1.43,249.48,7/3/2022
2022,7,3,4,23.65,98.06,1.63,252.7,7/3/2022
2022,7,3,5,23.61,97.88,1.64,254.51,7/3/2022
2022,7,3,6,23.84,97.38,1.86,254.62,7/3/2022
2022,7,3,7,24.36,95.88,2.13,255.56,7/3/2022
2022,7,3,8,25.01,93.25,2.4,257.41,7/3/2022
2022,7,3,9,25.52,89.5,2.67,258.36,7/3/2022
2022,7,3,10,25.96,86.94,2.85,257.18,7/3/2022
2022,7,3,11,26.15,85.62,3,255.2,7/3/2022
2022,7,3,12,26.37,84.06,3.1,254.35,7/3/2022
2022,7,3,13,26.12,85.56,3.05,253.01,7/3/2022
2022,7,3,14,25.87,86.75,2.91,252.49,7/3/2022
2022,7,3,15,25.5,88.94,2.64,251.73,7/3/2022
2022,7,3,16,24.99,92.88,2.22,248.5,7/3/2022
2022,7,3,17,24.57,96.12,1.84,245.07,7/3/2022
2022,7,3,18,24.22,97.38,1.63,244.67,7/3/2022
2022,7,3,19,24.03,97.44,1.75,243.55,7/3/2022
2022,7,3,20,23.9,97.81,1.79,242.09,7/3/2022
2022,7,3,21,23.83,97.81,1.78,241.75,7/3/2022
2022,7,3,22,23.86,97.62,1.78,242.19,7/3/2022
2022,7,3,23,23.8,98.06,1.69,243.67,7/3/2022
2022,7,4,0,23.79,98.06,1.74,244.7,7/4/2022
2022,7,4,1,23.8,97.88,1.79,247.13,7/4/2022
2022,7,4,2,23.77,97.88,1.77,248.53,7/4/2022
2022,7,4,3,23.75,97.62,1.76,247.54,7/4/2022
2022,7,4,4,23.76,97.75,1.85,246.36,7/4/2022
2022,7,4,5,23.8,97.75,1.99,249.29,7/4/2022
2022,7,4,6,23.93,97.5,2.2,253.05,7/4/2022
2022,7,4,7,24.17,96.75,2.49,256.57,7/4/2022
2022,7,4,8,24.45,95,2.73,259.27,7/4/2022
2022,7,4,9,24.81,93.06,2.83,259.84,7/4/2022
2022,7,4,10,25.07,90.75,2.9,260.54,7/4/2022
2022,7,4,11,25.45,88.38,2.97,260.76,7/4/2022
2022,7,4,12,25.49,88.88,2.86,258.66,7/4/2022
2022,7,4,13,25.11,91.25,2.71,255.28,7/4/2022
2022,7,4,14,24.76,93.44,2.54,249.51,7/4/2022
2022,7,4,15,24.48,95.25,2.36,245.73,7/4/2022
2022,7,4,16,24.19,96.31,2.22,244.61,7/4/2022
2022,7,4,17,23.9,96.75,2.18,246.29,7/4/2022
2022,7,4,18,23.59,97.19,2.1,246.3,7/4/2022
2022,7,4,19,23.43,97.44,2.05,244.71,7/4/2022
2022,7,4,20,23.4,97.56,1.96,243.03,7/4/2022
2022,7,4,21,23.4,97.94,1.81,241.88,7/4/2022
2022,7,4,22,23.44,97.94,1.77,243.77,7/4/2022
2022,7,4,23,23.48,97.81,1.61,246.18,7/4/2022
2022,7,5,0,23.46,98.19,1.6,249.18,7/5/2022
2022,7,5,1,23.54,97.69,1.85,253.86,7/5/2022
2022,7,5,2,23.47,97.75,1.88,257.01,7/5/2022
2022,7,5,3,23.4,97.62,1.95,257.97,7/5/2022
2022,7,5,4,23.3,97.75,1.93,256.92,7/5/2022
2022,7,5,5,23.25,97.75,1.88,258.04,7/5/2022
2022,7,5,6,23.5,97.31,2,258.95,7/5/2022
2022,7,5,7,23.96,96.38,2.23,256.64,7/5/2022
2022,7,5,8,24.49,94.25,2.52,255.83,7/5/2022
2022,7,5,9,24.9,91.56,2.79,256.7,7/5/2022
2022,7,5,10,25.19,89.5,2.92,256.71,7/5/2022
2022,7,5,11,25.51,88.06,3.01,255.42,7/5/2022
2022,7,5,12,25.71,87.62,3.08,254.27,7/5/2022
2022,7,5,13,25.94,86.62,3.1,253.48,7/5/2022
2022,7,5,14,25.72,87.88,3.02,252.83,7/5/2022
2022,7,5,15,25.2,90.94,2.81,252.67,7/5/2022
2022,7,5,16,24.73,94,2.45,252.55,7/5/2022
2022,7,5,17,24.29,96.12,2.08,252.72,7/5/2022
2022,7,5,18,23.81,97.31,1.67,252.84,7/5/2022
2022,7,5,19,23.53,97.56,1.61,252.53,7/5/2022
2022,7,5,20,23.32,97.44,1.67,252.25,7/5/2022
2022,7,5,21,23.21,97.5,1.66,251.31,7/5/2022
2022,7,5,22,23.12,98,1.49,249.48,7/5/2022
2022,7,5,23,23.1,97.81,1.57,250.48,7/5/2022
2022,7,6,0,23.04,97.94,1.63,249.83,7/6/2022
2022,7,6,1,23,98.06,1.67,248.25,7/6/2022
2022,7,6,2,22.94,98.25,1.68,246.66,7/6/2022
2022,7,6,3,22.9,98.19,1.63,245.65,7/6/2022
2022,7,6,4,22.85,98.31,1.56,244.46,7/6/2022
2022,7,6,5,22.88,98.19,1.58,245.09,7/6/2022
2022,7,6,6,23.22,97.38,1.75,245.15,7/6/2022
2022,7,6,7,23.82,96,1.97,244.65,7/6/2022
2022,7,6,8,24.58,93.06,2.36,248.87,7/6/2022
2022,7,6,9,25.26,89.5,2.67,251.25,7/6/2022
2022,7,6,10,26.06,86.12,2.87,252.26,7/6/2022
2022,7,6,11,26.48,84.31,3,253.5,7/6/2022
2022,7,6,12,26.65,83.75,3.01,253.54,7/6/2022
2022,7,6,13,26.43,84.5,2.93,254.22,7/6/2022
2022,7,6,14,26.05,86.69,2.76,255.41,7/6/2022
2022,7,6,15,25.48,89.94,2.44,255.34,7/6/2022
2022,7,6,16,24.86,93.62,2.07,253.76,7/6/2022
2022,7,6,17,24.32,95.88,1.73,252.71,7/6/2022
2022,7,6,18,23.83,96.94,1.58,253,7/6/2022
2022,7,6,19,23.51,97.31,1.54,254.05,7/6/2022
2022,7,6,20,23.32,97.88,1.37,251.67,7/6/2022
2022,7,6,21,23.25,98,1.25,247.6,7/6/2022
2022,7,6,22,23.2,98.31,1.15,244.65,7/6/2022
2022,7,6,23,23.23,98.31,1.17,243.95,7/6/2022
2022,7,7,0,23.25,98.38,1.25,247.13,7/7/2022
2022,7,7,1,23.29,98.25,1.11,243.79,7/7/2022
2022,7,7,2,23.37,98.12,1.36,242.99,7/7/2022
2022,7,7,3,23.4,97.94,1.8,247.32,7/7/2022
2022,7,7,4,23.29,97.69,1.87,249.44,7/7/2022
2022,7,7,5,23.13,97.62,1.86,250.12,7/7/2022
2022,7,7,6,23.24,97.56,2,248.45,7/7/2022
2022,7,7,7,23.71,96.44,2.14,248.39,7/7/2022
2022,7,7,8,24.26,95.12,2.27,248.64,7/7/2022
2022,7,7,9,24.8,92.88,2.48,252.59,7/7/2022
2022,7,7,10,25.24,90.44,2.72,255.52,7/7/2022
2022,7,7,11,25.51,89.44,2.88,256.83,7/7/2022
2022,7,7,12,25.5,89.44,2.94,258.18,7/7/2022
2022,7,7,13,25.29,90.62,2.75,257.35,7/7/2022
2022,7,7,14,24.86,93.25,2.57,253.77,7/7/2022
2022,7,7,15,24.54,95.44,2.38,249.66,7/7/2022
2022,7,7,16,24.32,96.38,2.21,246.88,7/7/2022
2022,7,7,17,24.06,97.06,2.07,246.91,7/7/2022
2022,7,7,18,23.88,97.38,1.99,248.16,7/7/2022
2022,7,7,19,23.76,97.69,2,249.37,7/7/2022
2022,7,7,20,23.76,97.31,2.04,250.73,7/7/2022
2022,7,7,21,23.64,97.5,2,251.78,7/7/2022
2022,7,7,22,23.45,97.44,1.99,252.85,7/7/2022
2022,7,7,23,23.27,97.81,1.96,253.52,7/7/2022
2022,7,8,0,23.24,97.56,1.91,251.12,7/8/2022
2022,7,8,1,23.13,97.88,1.94,249.74,7/8/2022
2022,7,8,2,23.05,97.81,1.99,252.42,7/8/2022
2022,7,8,3,22.99,97.75,1.94,256.47,7/8/2022
2022,7,8,4,23,97.75,1.78,259.88,7/8/2022
2022,7,8,5,23,97.94,1.79,261.48,7/8/2022
2022,7,8,6,23.19,97.5,1.91,262.7,7/8/2022
2022,7,8,7,23.59,96.81,2.1,263.8,7/8/2022
2022,7,8,8,24.12,95.38,2.36,266.4,7/8/2022
2022,7,8,9,24.55,93.12,2.66,268.99,7/8/2022
2022,7,8,10,25,90.56,2.81,267.93,7/8/2022
2022,7,8,11,25.21,90.12,2.89,264.88,7/8/2022
2022,7,8,12,25.28,90.38,2.96,263.03,7/8/2022
2022,7,8,13,25.12,91.31,2.97,262.3,7/8/2022
2022,7,8,14,24.89,92.25,2.89,261.61,7/8/2022
2022,7,8,15,24.54,93.75,2.74,261.32,7/8/2022
2022,7,8,16,24.18,95.62,2.45,259.73,7/8/2022
2022,7,8,17,23.81,96.56,2.24,258.34,7/8/2022
2022,7,8,18,23.5,97.12,2.14,259.71,7/8/2022
2022,7,8,19,23.39,97.56,2.13,258.81,7/8/2022
2022,7,8,20,23.36,97.56,2.1,257.98,7/8/2022
2022,7,8,21,23.34,97.69,2.06,258.18,7/8/2022
2022,7,8,22,23.31,97.69,1.99,257.76,7/8/2022
2022,7,8,23,23.24,97.81,1.92,258,7/8/2022
2022,7,9,0,23.21,97.88,1.88,259.44,7/9/2022
2022,7,9,1,23.2,97.88,1.88,259.95,7/9/2022
2022,7,9,2,23.19,97.69,1.85,261.49,7/9/2022
2022,7,9,3,23.16,97.81,1.78,263.19,7/9/2022
2022,7,9,4,23.14,98,1.75,263.86,7/9/2022
2022,7,9,5,23.15,97.81,1.79,263.47,7/9/2022
2022,7,9,6,23.34,97.5,1.9,263.63,7/9/2022
2022,7,9,7,23.68,96.88,2.1,265.31,7/9/2022
2022,7,9,8,24.08,95.81,2.4,266.64,7/9/2022
2022,7,9,9,24.43,94.62,2.71,268.18,7/9/2022
2022,7,9,10,24.57,93.62,2.95,269.09,7/9/2022
2022,7,9,11,24.72,92.62,3.13,269.14,7/9/2022
2022,7,9,12,24.79,91.88,3.13,269.57,7/9/2022
2022,7,9,13,24.7,92.19,3.06,267.95,7/9/2022
2022,7,9,14,24.49,93,2.94,266.34,7/9/2022
2022,7,9,15,24.23,94.31,2.77,263.86,7/9/2022
2022,7,9,16,23.88,95.5,2.57,261.43,7/9/2022
2022,7,9,17,23.45,96.5,2.41,260.87,7/9/2022
2022,7,9,18,23.08,97,2.26,262.85,7/9/2022
2022,7,9,19,22.93,97.25,2.23,265.17,7/9/2022
2022,7,9,20,22.86,97.44,2.26,266.44,7/9/2022
2022,7,9,21,22.8,97.44,2.28,267.25,7/9/2022
2022,7,9,22,22.8,97.25,2.31,268.06,7/9/2022
2022,7,9,23,22.67,97.31,2.34,269.62,7/9/2022
2022,7,10,0,22.61,97.31,2.31,270.19,7/10/2022
2022,7,10,1,22.52,97.56,2.2,270.61,7/10/2022
2022,7,10,2,22.55,97.56,2.08,269.78,7/10/2022
2022,7,10,3,22.58,97.56,2.03,266.91,7/10/2022
2022,7,10,4,22.52,97.75,2.09,265.06,7/10/2022
2022,7,10,5,22.54,97.69,2.13,264.54,7/10/2022
2022,7,10,6,22.79,97.12,2.25,264.01,7/10/2022
2022,7,10,7,23.23,96.56,2.48,263.86,7/10/2022
2022,7,10,8,23.74,95.06,2.79,265.66,7/10/2022
2022,7,10,9,24.15,93.38,3.08,268.55,7/10/2022
2022,7,10,10,24.44,91.88,3.21,269.58,7/10/2022
2022,7,10,11,24.58,91.25,3.2,269.86,7/10/2022
2022,7,10,12,24.73,90.12,3.13,270.14,7/10/2022
2022,7,10,13,24.8,89.62,2.97,270.45,7/10/2022
2022,7,10,14,24.57,91.06,2.74,268.86,7/10/2022
2022,7,10,15,24.14,93.12,2.51,265.9,7/10/2022
2022,7,10,16,23.59,95,2.35,264.65,7/10/2022
2022,7,10,17,23.2,95.75,2.13,264.75,7/10/2022
2022,7,10,18,22.8,97.12,1.95,266.32,7/10/2022
2022,7,10,19,22.74,97.38,1.85,266.61,7/10/2022
2022,7,10,20,22.76,97.69,1.82,266.32,7/10/2022
2022,7,10,21,22.8,97.81,1.79,265.99,7/10/2022
