Date,Slot No.,RefSt,Sensor_O3,Temp,RelHum
03-01-2022,SLOT-1,21.76254237,65.27586207,31.25084746,57.4779661
03-01-2022,SLOT-2,19.79966667,60.3220339,30.88666667,54.485
03-01-2022,SLOT-3,18.53166667,58.01724138,30.72666667,50.61333333
03-01-2022,SLOT-4,18.94816667,58.71186441,30.42666667,48.48833333
03-01-2022,SLOT-5,19.89216667,58.10169492,30.03,48.01666667
03-01-2022,SLOT-6,18.68916667,57.66101695,29.69,47.545
03-01-2022,SLOT-7,18.60716667,55.08474576,29.39666667,47.42166667
03-01-2022,SLOT-8,19.77083333,55.91525424,29.16,47.25833333
03-01-2022,SLOT-9,28.874,54.3559322,29.01333333,47.35833333
03-01-2022,SLOT-10,29.49610169,53.86440678,28.75932203,48.76440678
03-01-2022,SLOT-11,20.33758621,53.3,30.32413793,45.75517241
03-01-2022,SLOT-12,15.69616667,52.65517241,34.24333333,39.02333333
03-01-2022,SLOT-14,14.1365,51.48076923,41.17666667,27.21
03-01-2022,SLOT-15,13.80566667,50.81355932,45.29,21.33666667
03-01-2022,SLOT-16,15.0835,52.13559322,41.12333333,24.62
03-01-2022,SLOT-17,17.10483333,56.37931034,38.18,30.39166667
03-01-2022,SLOT-18,18.34366667,61.37288136,36.79333333,30.19
03-01-2022,SLOT-19,22.264,64.01694915,35.555,34.09
03-01-2022,SLOT-20,24.76983333,65.89830508,32.70666667,36.355
03-01-2022,SLOT-21,35.81416667,74.23728814,30.69,41.375
03-01-2022,SLOT-22,36.67866667,76.15254237,30.03,47.69333333
03-01-2022,SLOT-22,36.67866667,76.15254237,30.03,47.69333333
03-01-2022,SLOT-24,42.8935,80.59322034,30.9,54.02666667
04-01-2022,SLOT-1,42.10271186,82.44827586,30.90169492,54.02881356
04-01-2022,SLOT-2,36.13766667,76.77586207,30.72166667,55.41
04-01-2022,SLOT-3,30.36283333,77.01694915,29.93833333,57.90833333
04-01-2022,SLOT-4,30.55916667,79.20338983,29.46833333,58.81833333
04-01-2022,SLOT-5,29.37133333,79.6779661,29.295,54.14
04-01-2022,SLOT-6,29.6625,79.6779661,28.945,50.925
04-01-2022,SLOT-7,33.00033333,85.59322034,28.89166667,47.79
04-01-2022,SLOT-8,29.704,80.59322034,28.535,47.58666667
04-01-2022,SLOT-9,33.958,75.81355932,27.91,49.23166667
04-01-2022,SLOT-10,30.9135,75.42372881,27.955,48.465
04-01-2022,SLOT-11,22.89482759,68.14035088,29.28275862,45.25172414
04-01-2022,SLOT-12,18.87316667,66.3,33.38666667,38.19666667
04-01-2022,SLOT-13,19.76766667,64.1,38.33333333,30.075
04-01-2022,SLOT-14,21.70266667,65.53448276,40.49833333,24.715
04-01-2022,SLOT-15,21.14266667,65.47457627,44.45833333,20.06
04-01-2022,SLOT-16,20.2835,63.81355932,40.00666667,24.64666667
04-01-2022,SLOT-17,19.38216667,62.18644068,37.705,28.53833333
04-01-2022,SLOT-18,20.4105,64.76271186,37.55666667,27.03666667
04-01-2022,SLOT-19,34.963,79.77966102,36.29333333,26.425
04-01-2022,SLOT-20,47.393,91.3559322,34.98166667,26.685
04-01-2022,SLOT-21,55.11583333,107.0508475,31.93666667,37.27333333
04-01-2022,SLOT-22,67.43583333,110.3448276,31.69833333,51.59833333
04-01-2022,SLOT-22,67.43583333,110.3448276,31.69833333,51.59833333
04-01-2022,SLOT-24,75.41133333,113.6610169,30.35166667,55.27
05-01-2022,SLOT-1,108.6238983,123.8103448,30.17457627,55.83728814
05-01-2022,SLOT-2,75.11677966,112.8983051,29.56101695,56.83898305
05-01-2022,SLOT-3,55.8615,108.440678,29.16666667,56.52833333
05-01-2022,SLOT-4,41.77583333,95.96610169,28.91166667,54.74833333
05-01-2022,SLOT-5,39.00566667,83.62711864,28.34666667,56.065
05-01-2022,SLOT-6,35.93566667,80.16949153,27.79166667,53.54333333
05-01-2022,SLOT-7,34.80683333,78.27118644,27.30666667,50.11166667
05-01-2022,SLOT-8,39.564,81.50847458,27.42333333,47.68166667
05-01-2022,SLOT-9,39.0635,76.20338983,27.16333333,47.27833333
05-01-2022,SLOT-10,41.82881356,72.06779661,26.7559322,49.29661017
05-01-2022,SLOT-11,27.41943396,67.59090909,28.40754717,45.67358491
05-01-2022,SLOT-13,15.28466667,60.88888889,36.01833333,32.785
05-01-2022,SLOT-14,15.52333333,59.10169492,39.6,25.32166667
05-01-2022,SLOT-15,13.26983333,53.84745763,44.70833333,19.08
05-01-2022,SLOT-16,16.6285,58.30508475,42.37666667,20.10333333
05-01-2022,SLOT-17,21.83568966,69.05084746,38.20172414,23.85
05-01-2022,SLOT-18,29.184,74.59322034,37.82333333,23.125
05-01-2022,SLOT-19,34.79766667,77.25862069,36.44666667,31.94166667
05-01-2022,SLOT-20,43.72633333,83.47457627,34.31,36.235
05-01-2022,SLOT-21,46.737,89.55932203,33.42333333,43.00833333
05-01-2022,SLOT-22,64.44916667,95.3559322,31.25666667,48.045
05-01-2022,SLOT-22,64.44916667,95.3559322,31.25666667,48.045
05-01-2022,SLOT-24,53.08766667,106,30.28,50.81166667
06-01-2022,SLOT-1,51.15135593,99.34482759,29.72372881,52.05762712
06-01-2022,SLOT-2,48.17066667,92,29.07833333,54.305
06-01-2022,SLOT-3,39.99433333,81.40677966,28.69666667,55.13166667
06-01-2022,SLOT-4,41.592,80.54237288,27.79833333,57.86833333
06-01-2022,SLOT-5,52.27666667,88.56896552,27.33833333,56.40333333
06-01-2022,SLOT-6,56.034,93.08474576,27.12333333,55.96333333
06-01-2022,SLOT-7,47.44866667,89.69491525,26.805,56.59833333
06-01-2022,SLOT-8,39.03666667,86.10169492,26.585,56.905
06-01-2022,SLOT-9,31.0425,77.27118644,26.13666667,58.335
06-01-2022,SLOT-10,28.477,73.81355932,26.05,56.61333333
06-01-2022,SLOT-11,17.65033898,65.02040816,27.52881356,51.36779661
06-01-2022,SLOT-13,18.77166667,64.125,38.015,29.53
06-01-2022,SLOT-14,19.5545,63.50847458,41.24833333,20.605
06-01-2022,SLOT-15,20.85616667,60.77966102,44.54,17.98166667
06-01-2022,SLOT-16,21.33516667,67.54237288,40.95166667,21.72666667
06-01-2022,SLOT-17,21.3725,69.44067797,35.22833333,26.13666667
06-01-2022,SLOT-18,21.27116667,72.18965517,35.72833333,28.68833333
06-01-2022,SLOT-19,28.2705,84.18644068,35.13333333,31.01166667
06-01-2022,SLOT-20,37.282,98.98305085,33.53666667,35.2
06-01-2022,SLOT-21,64.5805,122.6779661,31.88333333,40.88333333
06-01-2022,SLOT-22,69.78216667,128.3559322,30.845,45.61833333
06-01-2022,SLOT-22,69.78216667,128.3559322,30.845,45.61833333
06-01-2022,SLOT-24,75.95183333,128.0847458,30.05666667,53.6
07-01-2022,SLOT-1,55.20779661,107,29.88813559,54.95932203
07-01-2022,SLOT-2,49.2215,97.3559322,29.13833333,57.21666667
07-01-2022,SLOT-3,45.709,94.01694915,28.27666667,57.76166667
07-01-2022,SLOT-4,42.298,88.25423729,27.93833333,56.3
07-01-2022,SLOT-5,41.89183333,88.11864407,27.52,56.47
07-01-2022,SLOT-6,57.7665,105.9661017,26.82666667,57.13666667
07-01-2022,SLOT-7,47.93883333,97.89830508,26.415,56.86166667
07-01-2022,SLOT-8,45.99833333,93.2745098,26.01166667,58.85333333
07-01-2022,SLOT-9,35.28916667,85.36752137,25.79333333,60.02166667
07-01-2022,SLOT-10,27.84233333,82,25.88666667,58.95833333
07-01-2022,SLOT-11,23.46433333,97.03846154,27.765,54.05
07-01-2022,SLOT-13,22.42416667,57.11111111,37.11833333,32.51
07-01-2022,SLOT-14,22.169,57.62711864,41.69166667,25.42666667
07-01-2022,SLOT-15,17.98847458,57.20338983,47.74237288,20.76440678
07-01-2022,SLOT-16,17.9525,47.3220339,44.39333333,25.80333333
07-01-2022,SLOT-17,23.53516667,25.5,38.85333333,32.525
07-01-2022,SLOT-18,28.12416667,38.42372881,38.54833333,29.44666667
07-01-2022,SLOT-19,28.52633333,60.79661017,38.09,31.65833333
07-01-2022,SLOT-20,41.41183333,65.49152542,36.595,35.43333333
07-01-2022,SLOT-21,45.5895,70.79661017,33.535,39.535
07-01-2022,SLOT-22,110.3155,76.3559322,31.285,45.93166667
07-01-2022,SLOT-22,110.3155,76.3559322,31.285,45.93166667
07-01-2022,SLOT-24,53.85933333,76.93220339,30.105,51.03833333
09-01-2022,SLOT-1,26.9820339,70.36206897,29.06949153,52.61016949
09-01-2022,SLOT-2,23.507,64.10169492,28.66333333,52.79833333
09-01-2022,SLOT-3,20.66883333,60.20338983,28.06833333,51.92
09-01-2022,SLOT-4,19.408,59.55172414,27.98166667,51.17166667
09-01-2022,SLOT-5,18.84466667,58,27.37833333,51.77
09-01-2022,SLOT-6,18.33266667,55.45762712,27.03333333,52.22
09-01-2022,SLOT-7,16.945,52.77966102,26.745,52.99
09-01-2022,SLOT-8,21.04483333,57.10169492,26.515,53.02166667
09-01-2022,SLOT-9,17.46816667,55.6779661,26.25666667,53.51333333
09-01-2022,SLOT-10,15.55066667,52.81355932,26.07833333,54.21
09-01-2022,SLOT-11,11.03216667,42.44897959,27.25833333,53.31
09-01-2022,SLOT-13,7.062166667,31.16666667,37.81833333,34.72166667
09-01-2022,SLOT-14,9.107,31.81355932,45.095,24.91
09-01-2022,SLOT-15,9.821166667,32.37288136,48.92666667,19.86666667
09-01-2022,SLOT-16,11.34633333,36.62711864,45.88833333,23.045
09-01-2022,SLOT-17,9.919833333,42.76271186,39.43666667,30.87166667
09-01-2022,SLOT-18,12.96166667,45.13559322,38.405,34.865
09-01-2022,SLOT-19,18.48716667,50.15254237,36.65333333,36.99666667
09-01-2022,SLOT-20,21.975,52.20338983,35.42833333,39.66
09-01-2022,SLOT-21,28.493,54.0862069,33.56,47.125
09-01-2022,SLOT-22,31.14966667,57.52542373,31.76666667,52.525
09-01-2022,SLOT-22,31.14966667,57.52542373,31.76666667,52.525
09-01-2022,SLOT-24,50.064,67.45762712,30.12333333,56.29833333
10-01-2022,SLOT-1,47.52152542,69.20689655,29.6220339,56.47118644
10-01-2022,SLOT-2,45.504,75.89830508,29.18333333,58.75666667
10-01-2022,SLOT-3,52.59516667,77.55932203,28.50333333,59.81
10-01-2022,SLOT-4,45.88566667,67.30508475,28.20833333,60.045
10-01-2022,SLOT-5,43.11316667,65.32758621,28.28166667,60.24
10-01-2022,SLOT-6,166.2165,77.55932203,27.655,62.36833333
10-01-2022,SLOT-7,58.274,79.96610169,27.43166667,62.55
10-01-2022,SLOT-8,33.87016667,72.3559322,27.28333333,62.44166667
10-01-2022,SLOT-9,22.7335,68.25423729,27.19833333,62.35166667
10-01-2022,SLOT-10,20.313,61,26.61333333,60.85666667
10-01-2022,SLOT-11,19.62666667,54.8,28.55333333,53.26166667
10-01-2022,SLOT-13,11.99233333,39.55,37.49166667,34.42166667
10-01-2022,SLOT-14,15.67883333,35.96610169,41.41166667,28.98833333
10-01-2022,SLOT-15,15.5935,28.71186441,45.85666667,21.92666667
10-01-2022,SLOT-16,17.37366667,28,41.46166667,26.58166667
10-01-2022,SLOT-17,18.275,28.49152542,36.94166667,32.53833333
10-01-2022,SLOT-18,18.995,34.72881356,34.95,36.00166667
10-01-2022,SLOT-19,22.949,37.52542373,34.03166667,38.77166667
10-01-2022,SLOT-20,22.10116667,44.61016949,33,41.54166667
10-01-2022,SLOT-21,24.02533333,53.86440678,30.935,46.02333333
10-01-2022,SLOT-22,22.46733333,58.06896552,30.32666667,48.88
10-01-2022,SLOT-22,22.46733333,58.06896552,30.32666667,48.88
10-01-2022,SLOT-24,58.208,103.3050847,29.14166667,50.64666667
11-01-2022,SLOT-1,61.14745763,100.5862069,28.40677966,51.46271186
11-01-2022,SLOT-2,39.5575,78.49152542,27.79166667,52.49166667
11-01-2022,SLOT-3,31.11083333,75.69491525,27.06833333,55.32
11-01-2022,SLOT-4,28.20816667,73.76271186,26.69166667,55.90333333
11-01-2022,SLOT-5,36.658,87.03389831,26.195,58.12833333
11-01-2022,SLOT-6,54.1345,86.49152542,25.68,56.61333333
11-01-2022,SLOT-7,43.2375,72.72881356,25.15333333,56.39
11-01-2022,SLOT-8,24.051,68.31034483,25.16166667,55.48166667
11-01-2022,SLOT-9,18.40333333,52.40677966,24.73,56.895
11-01-2022,SLOT-10,21.11932203,50.50847458,25.12372881,54.21694915
11-01-2022,SLOT-11,17.7887931,45.71186441,27.24137931,49.47931034
11-01-2022,SLOT-12,14.92931034,31.52631579,32.25344828,39.77586207
11-01-2022,SLOT-13,12.5140678,29.66666667,34.89491525,36.15762712
11-01-2022,SLOT-14,11.8545614,25.88135593,36.27192982,33.94210526
11-01-2022,SLOT-15,10.34983051,16.77966102,38.46949153,30.61864407
11-01-2022,SLOT-16,10.15965517,16.83050847,39.48793103,28.54310345
11-01-2022,SLOT-17,9.728070175,17.61016949,35.44210526,33.01754386
11-01-2022,SLOT-18,10.48033333,20.20338983,35.78333333,32.69
11-01-2022,SLOT-19,13.8395,26.96610169,35.19666667,32.44333333
11-01-2022,SLOT-20,20.44683333,39.10169492,34.15333333,34.97833333
11-01-2022,SLOT-21,23.89583333,51.15254237,31.89166667,41.10166667
11-01-2022,SLOT-22,25.6935,57.86440678,28.95666667,47.31166667
11-01-2022,SLOT-22,25.6935,57.86440678,28.95666667,47.31166667
11-01-2022,SLOT-24,38.3255,92.01694915,27.105,51.4
12-01-2022,SLOT-1,60.53728814,67.89655172,26.68983051,51.25762712
12-01-2022,SLOT-2,31.21883333,69.44067797,26.32,50.33833333
12-01-2022,SLOT-3,17.5175,54.6440678,26.08333333,50.74
12-01-2022,SLOT-4,17.73233333,59.63793103,25.20333333,54.06333333
12-01-2022,SLOT-5,17.04883333,60.77966102,24.81333333,56.015
12-01-2022,SLOT-6,17.52916667,57.79661017,24.34666667,57.95
12-01-2022,SLOT-7,16.77533333,58.30508475,23.84166667,60.64166667
12-01-2022,SLOT-8,14.10733333,57.20338983,23.41333333,61.93166667
12-01-2022,SLOT-9,11.675,53.27118644,23.09333333,62.64166667
12-01-2022,SLOT-10,19.31389831,50.74576271,22.96101695,62.08474576
12-01-2022,SLOT-11,19.20516667,53.24528302,25.225,54.55666667
12-01-2022,SLOT-14,12.85431034,51.41071429,40.26551724,26.32413793
12-01-2022,SLOT-15,13.317,56.71186441,43.985,20.55833333
12-01-2022,SLOT-16,12.5979661,55.79661017,42.61186441,22.13559322
12-01-2022,SLOT-17,12.63233333,61.17241379,36.755,28.915
12-01-2022,SLOT-18,15.66833333,62.98305085,36.32666667,28.95666667
12-01-2022,SLOT-19,23.7315,74.08474576,35.55666667,29.37
12-01-2022,SLOT-20,26.0515,75.76271186,34.43,32.14833333
12-01-2022,SLOT-21,29.303,87.40677966,31.31333333,39.12
12-01-2022,SLOT-22,35.36966667,105.559322,29.50666667,45.25833333
12-01-2022,SLOT-22,35.36966667,105.559322,29.50666667,45.25833333
12-01-2022,SLOT-24,39.90183333,97.05084746,27.91166667,50.34333333
13-01-2022,SLOT-1,36.5940678,102.3448276,27.48644068,52.26271186
13-01-2022,SLOT-2,31.65666667,97.93220339,26.825,54.84333333
13-01-2022,SLOT-3,26.65666667,86.05084746,26.54333333,55.22166667
13-01-2022,SLOT-4,24.91916667,84.25423729,25.55833333,58.27666667
13-01-2022,SLOT-5,23.5925,83.6779661,25.2,58.04
13-01-2022,SLOT-6,23.02983333,83.77966102,25.06666667,58.17333333
13-01-2022,SLOT-7,30.6045,100.2372881,24.71833333,59.26833333
13-01-2022,SLOT-8,24.77066667,91.20338983,24.81833333,58.195
13-01-2022,SLOT-9,22.729,79.08474576,24.36166667,59.35666667
13-01-2022,SLOT-10,23.79216667,73.48275862,23.96,60.90833333
13-01-2022,SLOT-11,16.20516667,66.11864407,25.68166667,55.415
13-01-2022,SLOT-12,15.71733333,60.56666667,28.88333333,47.45833333
13-01-2022,SLOT-13,19.30210526,65.81632653,35.39649123,34.86666667
13-01-2022,SLOT-14,21.15574468,68.15217391,41.17021277,25.67446809
13-01-2022,SLOT-15,24.57777778,76.77777778,42.31111111,23.18888889
13-01-2022,SLOT-16,20.76423729,69.79661017,43.18983051,22.23898305
13-01-2022,SLOT-17,18.86338983,67.45762712,40.39830508,25.96271186
13-01-2022,SLOT-18,21.67033333,68.81355932,36.12166667,33.93833333
13-01-2022,SLOT-19,26.36516667,71.39655172,34.61833333,37.34666667
13-01-2022,SLOT-20,34.78,85.98305085,33.65833333,38.645
13-01-2022,SLOT-21,38.14333333,92.23728814,31.735,43.04
13-01-2022,SLOT-22,42.56466667,89.59322034,29.35166667,49.52666667
13-01-2022,SLOT-22,42.56466667,89.59322034,29.35166667,49.52666667
13-01-2022,SLOT-24,35.29066667,79.50847458,28.31,52.745
14-01-2022,SLOT-1,43.63983051,96.68965517,27.81355932,53.32711864
14-01-2022,SLOT-2,36.689,86.86440678,27.09166667,55.12
14-01-2022,SLOT-3,29.96433333,83.50847458,26.81666667,56.095
14-01-2022,SLOT-4,32.66183333,94.47457627,26.23333333,58.27166667
14-01-2022,SLOT-5,29.86016667,89.30508475,26.325,57.00333333
14-01-2022,SLOT-6,26.0935,83.98305085,26.18833333,58.54833333
14-01-2022,SLOT-7,26.54833333,84.93220339,25.88333333,60.4
14-01-2022,SLOT-8,27.794,85.13559322,26.24166667,58.61833333
14-01-2022,SLOT-9,26.3505,80.59322034,25.99,58.88
14-01-2022,SLOT-10,23.726,71.84745763,25.52,59.63833333
14-01-2022,SLOT-11,19.6315,59.28301887,26.365,57.71
14-01-2022,SLOT-13,10.434,28.5,34.51,38.95833333
14-01-2022,SLOT-14,9.096,30.62068966,39.15666667,29.6
14-01-2022,SLOT-15,9.134833333,33.74576271,44.40166667,21.94833333
14-01-2022,SLOT-16,9.5635,37.10169492,42.05666667,24.25333333
14-01-2022,SLOT-17,9.799,38.91525424,36.94333333,31.17333333
14-01-2022,SLOT-18,12.55633333,43.84745763,36.21666667,34.12166667
14-01-2022,SLOT-19,13.5775,45.20338983,35.51666667,35.9
14-01-2022,SLOT-20,15.35666667,49.62711864,34.28333333,38.10833333
14-01-2022,SLOT-21,22.448,59.57627119,31.83333333,42.62
14-01-2022,SLOT-22,22.63833333,61.25423729,30.12333333,46.79833333
14-01-2022,SLOT-22,22.63833333,61.25423729,30.12333333,46.79833333
14-01-2022,SLOT-24,20.09366667,63.37288136,28.99,50.32
15-01-2022,SLOT-1,17.4040678,62.51724138,28.54576271,50.99830508
15-01-2022,SLOT-2,16.4715,61.13559322,28.19833333,52.415
15-01-2022,SLOT-3,17.808,62.03448276,27.60166667,54.585
15-01-2022,SLOT-4,16.83983333,61.66101695,27.12666667,56.105
15-01-2022,SLOT-5,16.53366667,61.49152542,26.83666667,56.86
15-01-2022,SLOT-6,16.77366667,60.50847458,26.38833333,58.485
15-01-2022,SLOT-7,18.77866667,63.05084746,26.21333333,58.25333333
15-01-2022,SLOT-8,16.494,61.3220339,25.94666667,58.44
15-01-2022,SLOT-9,14.7165,58.05084746,25.70333333,59.325
15-01-2022,SLOT-10,15.38416667,57.03389831,25.47666667,59.52833333
15-01-2022,SLOT-11,21.80216667,65.73584906,27.395,54.47333333
15-01-2022,SLOT-12,14.29516667,39.13559322,31.14,46.46333333
15-01-2022,SLOT-13,11.54216667,48.42857143,36.81666667,36.975
15-01-2022,SLOT-14,10.26866667,45.93220339,41.86333333,27.03666667
15-01-2022,SLOT-15,8.996,39.13559322,46.43666667,19.14166667
15-01-2022,SLOT-16,9.131333333,37.23333333,43.05166667,21.40833333
15-01-2022,SLOT-17,21.5,70.57627119,37.57833333,26.815
15-01-2022,SLOT-18,21.88566667,68.22413793,37.31333333,24.79833333
15-01-2022,SLOT-19,24.96816667,72.93220339,37.555,31.43666667
15-01-2022,SLOT-20,38.00083333,82.3220339,35.86166667,39.37166667
15-01-2022,SLOT-21,30.56766667,79.55932203,33.41666667,44.58833333
15-01-2022,SLOT-22,36.66706897,81.27118644,30.81206897,50.24827586
15-01-2022,SLOT-22,36.66706897,81.27118644,30.81206897,50.24827586
15-01-2022,SLOT-24,82.96466667,82.62711864,29.73166667,53.13333333
16-01-2022,SLOT-1,50.55067797,90.18965517,29.33728814,53.19152542
16-01-2022,SLOT-2,47.02166667,104.9830508,29.04166667,53.12333333
16-01-2022,SLOT-3,38.44066667,82.81355932,28.39,55.10833333
16-01-2022,SLOT-4,32.76433333,77.06779661,27.89,58.27166667
16-01-2022,SLOT-5,27.63233333,72,27.065,62.43666667
16-01-2022,SLOT-6,24.6565,70.94915254,26.795,62.29833333
16-01-2022,SLOT-7,24.993,70.71186441,26.425,62.645
16-01-2022,SLOT-8,26.90483333,70.70689655,26.67666667,60.405
16-01-2022,SLOT-9,26.11116667,68.27118644,26.71666667,60.11166667
16-01-2022,SLOT-10,20.48966667,67.61016949,26.56333333,59.935
16-01-2022,SLOT-11,20.12933333,65.85714286,27.89,56.50333333
16-01-2022,SLOT-12,16.66066667,39.13559322,31.71,46.87666667
16-01-2022,SLOT-13,11.42033333,44.55555556,36.21,36.17833333
16-01-2022,SLOT-14,13.47433333,49.89830508,41.16833333,27.28333333
16-01-2022,SLOT-15,13.55116667,52.18644068,46.49166667,20.93333333
16-01-2022,SLOT-16,12.58333333,50.06779661,44.62666667,22.44166667
16-01-2022,SLOT-17,10.55766667,43.20338983,39.55,29.305
16-01-2022,SLOT-18,15.29133333,54.08474576,40.23833333,31.01
16-01-2022,SLOT-19,23.20783333,62.47457627,39.045,32.5
16-01-2022,SLOT-20,19.9235,61.06779661,37.50333333,36.09166667
16-01-2022,SLOT-21,26.52816667,67.37288136,34.71,43.345
16-01-2022,SLOT-22,149.3586667,70.6440678,32.07166667,49.13
16-01-2022,SLOT-22,149.3586667,70.6440678,32.07166667,49.13
16-01-2022,SLOT-24,24.50533333,62.9137931,30.69833333,52.82833333
17-01-2022,SLOT-1,30.63762712,73.74137931,30.47966102,53.90169492
17-01-2022,SLOT-2,27.90133333,72.28813559,30.34333333,52.83
17-01-2022,SLOT-3,22.69616667,69.55932203,30.16,53.66333333
17-01-2022,SLOT-4,19.27033333,64.59322034,29.32166667,57.395
17-01-2022,SLOT-5,19.32616667,63.74576271,29.09333333,58.07833333
17-01-2022,SLOT-6,22.48316667,67.88135593,29.32333333,56.575
17-01-2022,SLOT-7,23.78483333,68.55932203,29.24333333,56.16
17-01-2022,SLOT-8,19.36333333,65.47457627,29.11833333,56.485
17-01-2022,SLOT-9,16.39933333,56.6779661,28.30166667,58.89833333
17-01-2022,SLOT-10,23.70066667,51.79661017,28.32833333,58.15333333
17-01-2022,SLOT-11,20.41867925,43.75,30.29433962,50.7245283
17-01-2022,SLOT-12,13.55116667,39.25423729,33.59,42.245
17-01-2022,SLOT-13,12.059,37.33898305,37.33666667,36.23166667
17-01-2022,SLOT-14,12.22983333,38.05084746,38.17666667,35.64833333
17-01-2022,SLOT-15,11.25983333,39.72881356,39.19666667,34.27
17-01-2022,SLOT-16,14.039,43.6779661,40.62666667,31.27166667
17-01-2022,SLOT-17,17.15116667,44.76271186,41.81333333,29.13
17-01-2022,SLOT-18,15.58966667,47.05084746,42.26666667,28.70833333
17-01-2022,SLOT-19,20.32133333,111.9636364,41.755,32.16333333
17-01-2022,SLOT-20,28.89983333,60.3220339,40.61166667,34.48333333
17-01-2022,SLOT-21,17.099,44.49152542,39.49833333,35.98
17-01-2022,SLOT-22,13.6315,46.30508475,37.965,37.51
17-01-2022,SLOT-22,13.6315,46.30508475,37.965,37.51
17-01-2022,SLOT-24,11.36716667,50.25423729,34.25,45.50166667
18-01-2022,SLOT-1,12.16372881,52.63793103,33.40338983,47.48135593
18-01-2022,SLOT-2,12.6965,53.40677966,32.85833333,48.02833333
18-01-2022,SLOT-3,12.657,55.5862069,32.50333333,49.75666667
18-01-2022,SLOT-4,12.26716667,58.10169492,32.225,50.66333333
18-01-2022,SLOT-5,13.5245,58.72881356,31.945,50.81
18-01-2022,SLOT-6,14.28416667,61.08474576,31.57666667,49.02333333
18-01-2022,SLOT-7,15.80316667,64.69491525,31.14,47.285
18-01-2022,SLOT-8,20.37283333,72.55932203,30.72166667,45.76666667
18-01-2022,SLOT-9,26.05783333,75.69491525,30.34166667,45.09833333
18-01-2022,SLOT-10,44.04716667,74.05084746,29.98,45.42
18-01-2022,SLOT-11,21.76716667,64.74576271,30.01833333,45.28333333
18-01-2022,SLOT-12,16.0165,50.88135593,31.40666667,44.335
18-01-2022,SLOT-13,14.77033333,50.49152542,33.83833333,42.19833333
18-01-2022,SLOT-14,9.9835,47.50847458,36.61833333,36.92
18-01-2022,SLOT-15,10.1075,46.59322034,38.99833333,33.26666667
18-01-2022,SLOT-16,11.80633333,50.50847458,40.30166667,30.79
18-01-2022,SLOT-17,18.33016667,61.59322034,41.265,26.44333333
18-01-2022,SLOT-18,20.44566667,69.25423729,42.055,25.15166667
18-01-2022,SLOT-19,27.76083333,79.88135593,42.21166667,29.46666667
18-01-2022,SLOT-20,26.9055,80.5,40.66833333,35.325
18-01-2022,SLOT-21,26.93016667,80.66101695,39.01,38.81333333
18-01-2022,SLOT-22,25.88566667,80.03389831,36.79166667,40.69833333
18-01-2022,SLOT-22,25.88566667,80.03389831,36.79166667,40.69833333
18-01-2022,SLOT-24,29.305,82.06779661,34.06833333,46.56333333
19-01-2022,SLOT-1,30.01779661,83.93103448,33.4440678,47.63898305
19-01-2022,SLOT-2,30.01383333,81.91525424,32.905,48.38
19-01-2022,SLOT-3,27.383,75.71186441,32.33,49.21166667
19-01-2022,SLOT-4,23.805,75.86440678,31.73,51.08833333
19-01-2022,SLOT-5,20.85516667,77.94915254,31.11833333,51.13833333
19-01-2022,SLOT-6,19.88583333,79.72881356,30.82333333,50.53333333
19-01-2022,SLOT-7,19.99233333,79.4137931,30.465,48.045
19-01-2022,SLOT-8,19.68333333,79.22033898,30.04666667,45.96333333
19-01-2022,SLOT-9,31.76033333,75.93220339,29.57,45.495
19-01-2022,SLOT-10,49.43566667,74.84745763,29.22,45.48333333
19-01-2022,SLOT-11,24.12173913,74.97333333,29.12173913,45.26956522
19-01-2022,SLOT-12,20.37365385,77.96610169,30.16153846,44.18846154
19-01-2022,SLOT-13,16.981,75.93220339,32.63333333,41.46166667
19-01-2022,SLOT-14,17.66116667,78.50847458,36.74666667,31.68333333
19-01-2022,SLOT-15,18.86083333,73.83050847,39.56,24.3
19-01-2022,SLOT-16,27.15683333,68.86206897,40.20833333,22.645
19-01-2022,SLOT-17,23.62483333,68.25423729,40.11333333,23.96166667
19-01-2022,SLOT-18,25.66833333,65.62711864,39.27333333,30.27833333
19-01-2022,SLOT-19,33.28066667,63.69491525,36.705,38.34333333
19-01-2022,SLOT-20,38.27474576,72.52542373,35.23220339,40.10677966
19-01-2022,SLOT-21,38.44416667,75.44067797,34.10833333,43.4
20-01-2022,SLOT-11,25.02363636,68.25423729,32.86969697,48.63333333
20-01-2022,SLOT-12,27.8115,64.55932203,31.44,50.19833333
20-01-2022,SLOT-13,28.91847458,55.76271186,30.98474576,51.58474576
20-01-2022,SLOT-14,29.10583333,49.49152542,38.98,33.18333333
20-01-2022,SLOT-15,27.77237288,47.76271186,40.40508475,30.12372881
20-01-2022,SLOT-16,25.56716667,46.52542373,41.39,26.44
20-01-2022,SLOT-17,24.99316667,45.40677966,40.075,30.425
20-01-2022,SLOT-18,24.16666667,52.40677966,37.72833333,33.385
20-01-2022,SLOT-19,26.3025,56,36.49666667,39.90166667
20-01-2022,SLOT-20,34.69933333,65.49152542,35.00833333,45.24333333
20-01-2022,SLOT-21,39.99616667,71.81355932,32.87333333,46.46666667
20-01-2022,SLOT-22,40.09816667,76.25423729,30.71,51.23666667
20-01-2022,SLOT-22,40.09816667,76.25423729,30.71,51.23666667
20-01-2022,SLOT-24,55.2085,106.5254237,29.23166667,56.03666667
