2023/2/24,12:38:29,,27.1,45.3,59.1,nan,nan
2023/2/24,12:38:38,,27.6,47.4,62.7,nan,nan
2023/2/24,12:38:47,,27.6,48.6,62.9,nan,nan
2023/2/24,12:38:56,,27.7,49.3,64.8,nan,nan
2023/2/24,12:39:5,,27.5,46.6,62.6,nan,nan
2023/2/24,12:39:14,,27.6,46.3,61.6,nan,nan
2023/2/24,12:39:23,,27.0,47.0,61.4,nan,nan
2023/2/24,12:39:31,,27.1,47.8,61.9,nan,nan
2023/2/24,12:39:40,,27.7,47.5,61.1,nan,nan
2023/2/24,12:39:49,,27.5,45.4,59.5,nan,nan
2023/2/24,12:39:58,,28.5,47.4,62.4,nan,nan
2023/2/24,12:40:7,,27.7,46.9,64.5,nan,nan
2023/2/24,12:40:16,,27.6,45.9,61.9,nan,nan
2023/2/24,12:40:25,,28.4,47.5,62.9,nan,nan
2023/2/24,12:40:34,,28.2,47.3,61.5,nan,nan
2023/2/24,12:40:43,,27.3,47.5,62.2,nan,nan
2023/2/24,12:40:52,,27.7,49.0,65.0,nan,nan
2023/2/24,12:41:1,,28.2,49.6,64.2,nan,nan
2023/2/24,12:41:10,,28.3,47.8,64.5,nan,nan
2023/2/24,12:41:19,,28.7,47.7,66.8,nan,nan
2023/2/24,12:41:28,,28.4,49.4,66.6,nan,nan
2023/2/24,12:41:37,,27.3,47.9,63.3,nan,nan
2023/2/24,12:41:46,,27.8,47.1,61.9,nan,nan
2023/2/24,12:41:55,,26.1,45.9,61.7,nan,nan
2023/2/24,12:42:4,,26.5,46.0,61.5,nan,nan
2023/2/24,12:42:13,,27.1,47.3,62.2,nan,nan
2023/2/24,12:42:22,,25.7,47.0,64.0,nan,nan
2023/2/24,12:42:30,,27.0,48.8,64.1,nan,nan
2023/2/24,12:42:39,,26.7,47.5,58.7,nan,nan
2023/2/24,12:42:48,,27.3,47.0,59.9,nan,nan
2023/2/24,12:42:57,,27.3,47.2,63.1,nan,nan
2023/2/24,12:43:6,,27.3,47.3,61.1,nan,nan
2023/2/24,12:43:15,,27.5,47.4,61.5,nan,nan
2023/2/24,12:43:24,,28.1,47.6,62.7,nan,nan
2023/2/24,12:43:33,,28.0,47.5,62.6,nan,nan
2023/2/24,12:43:42,,26.6,45.9,63.0,nan,nan
2023/2/24,12:43:51,,26.9,47.5,62.0,nan,nan
2023/2/24,12:44:0,,27.4,45.0,58.9,nan,nan
2023/2/24,12:44:9,,27.3,46.0,61.9,nan,nan
2023/2/24,12:44:18,,27.7,47.7,64.7,nan,nan
2023/2/24,12:44:27,,27.0,47.3,62.1,nan,nan
2023/2/24,12:44:36,,26.8,46.0,59.9,nan,nan
2023/2/24,12:44:45,,26.4,45.9,62.4,nan,nan
2023/2/24,12:44:54,,27.5,47.8,64.2,nan,nan
2023/2/24,12:45:3,,27.1,46.0,62.1,nan,nan
2023/2/24,12:45:12,,26.4,44.7,59.2,nan,nan
2023/2/24,12:45:21,,25.3,44.3,59.9,nan,nan
2023/2/24,12:45:30,,27.8,46.0,62.5,nan,nan
2023/2/24,12:45:39,,27.6,46.6,60.8,nan,nan
2023/2/24,12:45:48,,27.0,46.8,60.1,nan,nan
2023/2/24,12:45:57,,27.8,47.3,60.6,nan,nan
2023/2/24,12:46:5,,27.3,46.0,58.8,nan,nan
2023/2/24,12:46:14,,27.8,45.4,57.8,nan,nan
2023/2/24,12:46:24,,27.7,46.4,62.2,nan,nan
2023/2/24,12:46:33,,27.4,46.3,60.9,nan,nan
2023/2/24,12:46:42,,27.8,47.4,61.5,nan,nan
2023/2/24,12:46:50,,27.6,48.2,65.9,nan,nan
2023/2/24,12:46:59,,26.9,46.5,64.4,nan,nan
2023/2/24,12:47:8,,26.6,45.7,62.5,nan,nan
2023/2/24,12:47:17,,27.4,47.1,61.8,nan,nan
2023/2/24,12:47:26,,26.8,47.2,64.2,nan,nan
2023/2/24,12:47:36,,26.0,46.1,61.4,nan,nan
2023/2/24,12:47:45,,27.7,47.5,62.6,nan,nan
2023/2/24,12:47:54,,28.1,46.8,62.2,nan,nan
2023/2/24,12:48:2,,28.3,47.1,62.4,nan,nan
2023/2/24,12:48:11,,27.8,46.8,61.1,nan,nan
2023/2/24,12:48:20,,27.8,46.4,60.8,nan,nan
2023/2/24,12:48:29,,27.3,45.7,60.5,nan,nan
2023/2/24,12:48:38,,26.3,43.8,59.4,nan,nan
2023/2/24,12:48:47,,26.2,44.0,60.0,nan,nan
2023/2/24,12:48:56,,26.0,44.0,59.4,nan,nan
2023/2/24,12:49:5,,26.6,45.1,58.8,nan,nan
2023/2/24,12:49:14,,27.7,46.0,60.1,nan,nan
2023/2/24,12:49:22,,27.0,45.0,57.9,nan,nan
2023/2/24,12:49:32,,26.4,46.2,61.6,nan,nan
2023/2/24,12:49:41,,26.5,47.6,64.2,nan,nan
2023/2/24,12:49:50,,26.8,45.2,60.1,nan,nan
2023/2/24,12:49:59,,27.3,45.8,58.3,nan,nan
2023/2/24,12:50:8,,27.1,46.7,63.1,nan,nan
2023/2/24,12:50:16,,27.3,46.3,63.1,nan,nan
2023/2/24,12:50:26,,27.3,44.6,59.1,nan,nan
2023/2/24,12:50:34,,28.0,45.8,60.6,nan,nan
2023/2/24,12:50:44,,28.0,46.1,60.6,nan,nan
2023/2/24,12:50:53,,28.0,46.5,61.4,nan,nan
2023/2/24,12:51:2,,27.7,48.1,62.2,nan,nan
2023/2/24,12:51:10,,27.4,47.4,61.4,nan,nan
2023/2/24,12:51:19,,26.7,45.4,57.7,nan,nan
2023/2/24,12:51:28,,26.7,45.7,57.1,nan,nan
2023/2/24,12:51:37,,26.4,45.4,58.9,nan,nan
2023/2/24,12:51:45,,26.6,46.2,61.4,nan,nan
2023/2/24,12:51:54,,25.8,45.6,61.6,nan,nan
2023/2/24,12:52:3,,24.8,46.0,59.8,nan,nan
2023/2/24,12:52:12,,25.6,46.1,59.4,nan,nan
2023/2/24,12:52:21,,25.6,44.5,59.1,nan,nan
2023/2/24,12:52:30,,26.5,45.8,61.6,nan,nan
2023/2/24,12:52:39,,27.3,45.6,64.5,nan,nan
2023/2/24,12:52:48,,27.0,45.8,63.6,nan,nan
2023/2/24,12:52:56,,26.7,46.0,59.7,nan,nan
2023/2/24,12:53:5,,26.3,46.0,57.7,nan,nan
2023/2/24,12:53:14,,26.0,45.7,56.7,nan,nan
2023/2/24,12:53:23,,26.0,45.6,57.5,nan,nan
2023/2/24,12:53:32,,24.7,44.8,60.5,nan,nan
2023/2/24,12:53:41,,25.7,45.1,61.6,nan,nan
2023/2/24,12:53:50,,26.8,44.8,62.9,nan,nan
2023/2/24,12:53:59,,26.4,44.8,60.2,nan,nan
2023/2/24,12:54:8,,27.3,46.4,61.2,nan,nan
2023/2/24,12:54:17,,27.2,47.5,61.2,nan,nan
2023/2/24,12:54:26,,28.5,47.9,59.0,nan,nan
2023/2/24,12:54:35,,27.7,47.3,57.1,nan,nan
2023/2/24,12:54:44,,27.3,45.0,55.6,nan,nan
2023/2/24,12:54:52,,27.3,44.6,56.5,nan,nan
2023/2/24,12:55:1,,27.0,44.2,54.7,nan,nan
2023/2/24,12:55:10,,27.0,45.0,56.8,nan,nan
2023/2/24,12:55:18,,27.1,46.1,57.7,nan,nan
2023/2/24,12:55:27,,27.2,46.2,58.0,nan,nan
2023/2/24,12:55:36,,27.2,45.9,56.4,nan,nan
2023/2/24,12:55:45,,27.5,45.5,56.8,nan,nan
2023/2/24,12:55:54,,26.7,45.8,60.6,nan,nan
2023/2/24,12:56:3,,27.3,47.0,62.6,nan,nan
2023/2/24,12:56:12,,27.5,46.3,60.2,nan,nan
2023/2/24,12:56:21,,26.7,44.2,58.2,nan,nan
2023/2/24,12:56:29,,27.6,44.8,60.7,nan,nan
2023/2/24,12:56:38,,26.4,44.4,60.3,nan,nan
2023/2/24,12:56:47,,26.8,45.1,59.3,nan,nan
2023/2/24,12:56:56,,27.0,45.9,57.8,nan,nan
2023/2/24,12:57:4,,28.0,46.4,56.7,nan,nan
2023/2/24,12:57:14,,27.2,45.8,60.0,nan,nan
2023/2/24,12:57:23,,27.8,46.9,61.8,nan,nan
2023/2/24,12:57:32,,27.6,46.8,64.6,nan,nan
2023/2/24,12:57:41,,28.1,47.1,64.5,nan,nan
2023/2/24,12:57:50,,28.0,46.7,59.8,nan,nan
2023/2/24,12:57:59,,27.0,44.9,57.6,nan,nan
2023/2/24,12:58:8,,27.6,46.6,61.8,nan,nan
2023/2/24,12:58:17,,27.2,46.8,61.2,nan,nan
2023/2/24,12:58:26,,26.9,46.5,60.1,nan,nan
2023/2/24,12:58:34,,28.0,46.2,60.2,nan,nan
2023/2/24,12:58:43,,28.0,44.8,56.9,nan,nan
2023/2/24,12:58:52,,27.3,44.7,57.9,nan,nan
2023/2/24,12:59:2,,27.5,46.8,60.5,nan,nan
2023/2/24,12:59:11,,28.3,47.3,60.4,nan,nan
2023/2/24,12:59:19,,29.6,46.7,61.0,nan,nan
2023/2/24,12:59:29,,28.0,46.0,62.0,nan,nan
2023/2/24,12:59:37,,28.7,47.6,62.0,nan,nan
2023/2/24,12:59:46,,28.4,48.3,61.5,nan,nan
2023/2/24,12:59:55,,27.7,45.5,59.1,nan,nan
2023/2/24,13:0:4,,28.0,46.5,60.7,nan,nan
2023/2/24,13:0:13,,27.7,46.7,61.3,nan,nan
2023/2/24,13:0:22,,27.9,45.7,61.9,nan,nan
2023/2/24,13:0:31,,27.6,45.4,61.3,nan,nan
2023/2/24,13:0:40,,28.3,45.9,60.7,nan,nan
2023/2/24,13:0:49,,28.7,45.9,62.1,nan,nan
2023/2/24,13:0:58,,27.9,46.0,60.0,nan,nan
2023/2/24,13:1:7,,27.6,46.0,59.8,nan,nan
2023/2/24,13:1:16,,27.9,46.8,61.1,nan,nan
2023/2/24,13:1:25,,27.8,45.5,60.3,nan,nan
2023/2/24,13:1:33,,29.0,47.4,62.0,nan,nan
2023/2/24,13:1:43,,29.0,48.0,61.6,nan,nan
2023/2/24,13:1:51,,27.5,46.9,62.3,nan,nan
2023/2/24,13:2:0,,27.2,45.7,61.0,nan,nan
2023/2/24,13:2:10,,28.1,48.2,62.8,nan,nan
2023/2/24,13:2:19,,28.3,46.5,62.1,nan,nan
2023/2/24,13:2:27,,28.0,45.5,60.7,nan,nan
2023/2/24,13:2:36,,28.5,46.5,59.6,nan,nan
2023/2/24,13:2:45,,29.0,46.9,59.1,nan,nan
2023/2/24,13:2:54,,28.3,47.6,58.3,nan,nan
2023/2/24,13:3:3,,27.6,45.9,59.4,nan,nan
2023/2/24,13:3:12,,27.4,46.4,61.2,nan,nan
2023/2/24,13:3:21,,27.7,46.5,61.3,nan,nan
2023/2/24,13:3:30,,29.2,47.2,62.4,nan,nan
2023/2/24,13:3:39,,28.1,46.8,61.9,nan,nan
2023/2/24,13:3:48,,27.2,45.9,62.2,nan,nan
2023/2/24,13:3:57,,28.6,46.3,60.9,nan,nan
2023/2/24,13:4:5,,28.1,46.0,58.7,nan,nan
2023/2/24,13:4:14,,27.4,45.3,57.3,nan,nan
2023/2/24,13:4:23,,27.3,44.8,56.0,nan,nan
2023/2/24,13:4:31,,28.0,46.0,56.4,nan,nan
2023/2/24,13:4:41,,27.1,45.3,57.9,nan,nan
2023/2/24,13:4:50,,28.2,45.5,60.1,nan,nan
2023/2/24,13:4:59,,28.2,46.3,60.0,nan,nan
2023/2/24,13:5:8,,27.7,46.1,60.9,nan,nan
2023/2/24,13:5:17,,28.1,46.3,61.7,nan,nan
2023/2/24,13:5:26,,29.3,47.7,62.4,nan,nan
2023/2/24,13:5:34,,28.5,45.8,59.3,nan,nan
2023/2/24,13:5:43,,27.7,44.9,56.7,nan,nan
2023/2/24,13:5:52,,27.9,46.2,61.0,nan,nan
2023/2/24,13:6:1,,28.4,46.8,62.4,nan,nan
2023/2/24,13:6:10,,28.4,47.1,62.0,nan,nan
2023/2/24,13:6:19,,28.3,48.6,65.1,nan,nan
2023/2/24,13:6:28,,28.9,47.1,63.9,nan,nan
2023/2/24,13:6:37,,29.0,46.2,60.2,nan,nan
2023/2/24,13:6:46,,29.3,46.3,59.9,nan,nan
2023/2/24,13:6:55,,30.3,48.6,63.2,nan,nan
2023/2/24,13:7:4,,28.7,48.3,64.6,nan,nan
2023/2/24,13:7:13,,27.6,46.9,60.4,nan,nan
2023/2/24,13:7:21,,27.7,47.7,60.4,nan,nan
2023/2/24,13:7:31,,29.1,49.3,63.2,nan,nan
2023/2/24,13:7:40,,30.5,49.5,64.7,nan,nan
2023/2/24,13:7:49,,28.5,46.9,61.4,nan,nan
2023/2/24,13:7:57,,28.0,45.2,59.5,nan,nan
2023/2/24,13:8:6,,28.0,44.4,56.6,nan,nan
2023/2/24,13:8:15,,28.0,45.0,55.2,nan,nan
2023/2/24,13:8:24,,27.9,45.1,54.9,nan,nan
2023/2/24,13:8:33,,28.1,45.4,59.9,nan,nan
2023/2/24,13:8:42,,28.0,44.7,59.3,nan,nan
2023/2/24,13:8:51,,27.9,45.3,58.6,nan,nan
2023/2/24,13:9:0,,27.8,45.9,60.5,nan,nan
2023/2/24,13:9:9,,28.6,46.7,61.3,nan,nan
2023/2/24,13:9:18,,28.0,44.8,60.7,nan,nan
2023/2/24,13:9:27,,28.4,47.7,61.9,nan,nan
2023/2/24,13:9:36,,27.6,48.9,63.8,nan,nan
2023/2/24,13:9:45,,28.3,49.2,62.8,nan,nan
2023/2/24,13:9:54,,28.0,47.3,61.7,nan,nan
2023/2/24,13:10:3,,28.0,45.9,60.3,nan,nan
2023/2/24,13:10:12,,28.1,46.6,61.1,nan,nan
2023/2/24,13:10:21,,27.9,47.1,64.1,nan,nan
2023/2/24,13:10:30,,29.0,48.3,63.4,nan,nan
2023/2/24,13:10:39,,28.7,49.5,64.7,nan,nan
2023/2/24,13:10:48,,28.0,46.6,61.3,nan,nan
2023/2/24,13:10:57,,27.3,46.7,60.7,nan,nan
2023/2/24,13:11:6,,27.5,47.5,61.6,nan,nan
2023/2/24,13:11:14,,28.0,47.1,61.7,nan,nan
2023/2/24,13:11:23,,28.3,47.9,62.0,nan,nan
2023/2/24,13:11:32,,29.1,48.8,64.4,nan,nan
2023/2/24,13:11:41,,29.1,48.8,64.8,nan,nan
2023/2/24,13:11:50,,28.9,47.6,61.1,nan,nan
2023/2/24,13:11:59,,28.3,46.7,60.4,nan,nan
2023/2/24,13:12:8,,29.3,47.3,63.6,nan,nan
2023/2/24,13:12:17,,28.7,46.7,62.3,nan,nan
2023/2/24,13:12:25,,28.0,46.0,60.0,nan,nan
2023/2/24,13:12:34,,27.3,46.2,57.1,nan,nan
2023/2/24,13:12:43,,28.7,47.4,58.7,nan,nan
2023/2/24,13:12:52,,27.7,46.4,62.8,nan,nan
2023/2/24,13:13:1,,28.0,46.6,62.0,nan,nan
2023/2/24,13:13:10,,28.8,49.5,65.9,nan,nan
2023/2/24,13:13:19,,29.0,49.1,65.6,nan,nan
2023/2/24,13:13:28,,29.5,47.6,62.9,nan,nan
2023/2/24,13:13:37,,29.6,48.2,63.0,nan,nan
2023/2/24,13:13:46,,28.5,47.5,62.3,nan,nan
2023/2/24,13:13:54,,28.0,46.3,58.8,nan,nan
2023/2/24,13:14:4,,29.4,49.1,64.1,nan,nan
2023/2/24,13:14:12,,30.0,48.6,64.0,nan,nan
2023/2/24,13:14:21,,29.4,48.3,63.3,nan,nan
2023/2/24,13:14:30,,28.0,46.3,61.2,nan,nan
2023/2/24,13:14:39,,27.0,46.2,61.3,nan,nan
2023/2/24,13:14:48,,27.8,47.6,62.2,nan,nan
2023/2/24,13:14:57,,29.6,49.4,64.3,nan,nan
2023/2/24,13:15:6,,28.3,49.0,61.9,nan,nan
2023/2/24,13:15:15,,29.2,48.4,62.7,nan,nan
2023/2/24,13:15:25,,29.7,48.5,60.3,nan,nan
2023/2/24,13:15:33,,29.5,47.3,58.4,nan,nan
2023/2/24,13:15:42,,29.3,47.0,59.6,nan,nan
2023/2/24,13:15:51,,27.8,46.7,62.1,nan,nan
2023/2/24,13:16:0,,28.3,47.6,62.0,nan,nan
2023/2/24,13:16:9,,27.9,46.8,61.9,nan,nan
2023/2/24,13:16:18,,29.0,47.0,62.1,nan,nan
2023/2/24,13:16:27,,29.1,47.0,59.6,nan,nan
2023/2/24,13:16:36,,28.2,46.6,61.1,nan,nan
2023/2/24,13:16:45,,27.4,46.0,59.8,nan,nan
2023/2/24,13:16:54,,28.1,47.2,61.4,nan,nan
2023/2/24,13:17:3,,28.0,46.1,61.3,nan,nan
2023/2/24,13:17:12,,27.9,46.8,63.4,nan,nan
2023/2/24,13:17:21,,28.0,47.5,63.3,nan,nan
2023/2/24,13:17:30,,28.3,47.7,60.5,nan,nan
2023/2/24,13:17:38,,28.0,45.7,57.9,nan,nan
2023/2/24,13:17:48,,28.1,47.7,63.1,nan,nan
2023/2/24,13:17:57,,29.4,49.3,64.8,nan,nan
2023/2/24,13:18:6,,28.0,46.4,59.6,nan,nan
2023/2/24,13:18:15,,28.4,46.9,57.6,nan,nan
2023/2/24,13:18:24,,29.5,48.9,61.8,nan,nan
2023/2/24,13:18:33,,28.0,47.5,64.0,nan,nan
2023/2/24,13:18:42,,27.1,45.4,58.8,nan,nan
2023/2/24,13:18:51,,27.7,46.3,57.4,nan,nan
2023/2/24,13:19:0,,28.4,47.4,61.6,nan,nan
2023/2/24,13:19:9,,28.4,47.2,62.0,nan,nan
2023/2/24,13:19:18,,28.7,47.0,62.0,nan,nan
2023/2/24,13:19:27,,28.7,48.3,63.4,nan,nan
2023/2/24,13:19:36,,28.6,47.7,63.6,nan,nan
2023/2/24,13:19:45,,28.0,47.6,62.4,nan,nan
2023/2/24,13:19:54,,27.5,46.6,61.9,nan,nan
2023/2/24,13:20:3,,28.8,47.5,61.5,nan,nan
2023/2/24,13:20:11,,28.3,46.4,60.0,nan,nan
2023/2/24,13:20:20,,28.0,45.3,57.8,nan,nan
2023/2/24,13:20:29,,28.0,45.6,57.1,nan,nan
2023/2/24,13:20:38,,27.4,45.7,57.9,nan,nan
2023/2/24,13:20:47,,27.2,47.2,62.0,nan,nan
2023/2/24,13:20:56,,27.1,45.9,62.1,nan,nan
2023/2/24,13:21:5,,28.2,48.2,64.5,nan,nan
2023/2/24,13:21:13,,29.0,48.3,63.8,nan,nan
2023/2/24,13:21:22,,28.5,47.2,60.2,nan,nan
2023/2/24,13:21:31,,27.5,48.0,62.8,nan,nan
2023/2/24,13:21:40,,28.5,47.5,63.3,nan,nan
2023/2/24,13:21:49,,28.7,47.1,60.7,nan,nan
2023/2/24,13:21:58,,28.6,47.2,61.1,nan,nan
2023/2/24,13:22:7,,28.5,47.1,62.7,nan,nan
2023/2/24,13:22:16,,29.5,46.3,60.0,nan,nan
2023/2/24,13:22:25,,28.2,45.7,60.7,nan,nan
2023/2/24,13:22:34,,27.9,47.4,62.5,nan,nan
2023/2/24,13:22:43,,27.5,46.1,63.7,nan,nan
2023/2/24,13:22:52,,28.8,46.9,61.7,nan,nan
2023/2/24,13:23:1,,28.0,45.9,61.8,nan,nan
2023/2/24,13:23:10,,28.8,48.0,63.7,nan,nan
2023/2/24,13:23:19,,28.2,46.6,60.8,nan,nan
2023/2/24,13:23:28,,27.5,46.6,58.1,nan,nan
2023/2/24,13:23:37,,28.8,49.0,61.8,nan,nan
2023/2/24,13:23:46,,29.0,49.3,62.0,nan,nan
2023/2/24,13:23:55,,28.9,48.5,61.3,nan,nan
2023/2/24,13:24:4,,29.2,48.7,62.6,nan,nan
2023/2/24,13:24:13,,28.1,48.5,62.8,nan,nan
2023/2/24,13:24:22,,28.7,48.6,62.0,nan,nan
2023/2/24,13:24:31,,29.0,48.3,62.3,nan,nan
2023/2/24,13:24:40,,28.3,45.9,61.1,nan,nan
2023/2/24,13:24:48,,27.4,45.5,59.5,nan,nan
2023/2/24,13:24:57,,27.7,46.7,60.2,nan,nan
2023/2/24,13:25:6,,28.6,47.9,61.0,nan,nan
2023/2/24,13:25:15,,28.8,49.2,64.2,nan,nan
2023/2/24,13:25:24,,28.8,48.0,62.2,nan,nan
2023/2/24,13:25:33,,29.1,47.6,62.1,nan,nan
2023/2/24,13:25:42,,28.2,47.3,62.2,nan,nan
2023/2/24,13:25:51,,28.6,47.5,61.3,nan,nan
2023/2/24,13:26:0,,28.5,47.3,61.9,nan,nan
2023/2/24,13:26:9,,28.7,47.6,60.9,nan,nan
2023/2/24,13:26:18,,28.8,46.8,58.8,nan,nan
2023/2/24,13:26:27,,27.4,45.5,55.7,nan,nan
2023/2/24,13:26:36,,27.4,46.3,59.9,nan,nan
2023/2/24,13:26:45,,29.4,49.2,64.4,nan,nan
2023/2/24,13:26:53,,29.8,49.3,63.3,nan,nan
2023/2/24,13:27:3,,30.6,48.0,62.1,nan,nan
2023/2/24,13:27:11,,30.0,47.3,60.8,nan,nan
2023/2/24,13:27:20,,29.1,47.9,60.9,nan,nan
2023/2/24,13:27:29,,29.0,48.0,60.1,nan,nan
2023/2/24,13:27:37,,29.0,48.0,61.0,nan,nan
2023/2/24,13:27:46,,29.9,48.6,61.0,nan,nan
2023/2/24,13:27:55,,29.0,49.1,61.7,nan,nan
2023/2/24,13:28:4,,27.9,49.7,65.5,nan,nan
2023/2/24,13:28:13,,30.0,49.6,65.8,nan,nan
2023/2/24,13:28:22,,28.5,47.9,62.8,nan,nan
2023/2/24,13:28:31,,28.8,48.5,63.6,nan,nan
2023/2/24,13:28:40,,29.8,48.1,62.8,nan,nan
2023/2/24,13:28:49,,30.1,48.4,62.2,nan,nan
2023/2/24,13:28:58,,30.6,49.9,64.2,nan,nan
2023/2/24,13:29:7,,29.7,49.1,63.4,nan,nan
2023/2/24,13:29:16,,28.6,47.1,61.4,nan,nan
2023/2/24,13:29:25,,29.0,48.3,63.0,nan,nan
2023/2/24,13:29:34,,29.5,48.9,62.1,nan,nan
2023/2/24,13:29:43,,28.1,46.0,59.4,nan,nan
2023/2/24,13:29:52,,29.0,46.3,59.8,nan,nan
2023/2/24,13:30:1,,29.1,47.0,60.0,nan,nan
2023/2/24,13:30:10,,28.4,46.6,60.5,nan,nan
2023/2/24,13:30:19,,29.2,47.2,61.1,nan,nan
2023/2/24,13:30:28,,28.8,48.0,63.1,nan,nan
2023/2/24,13:30:37,,30.0,48.0,61.7,nan,nan
2023/2/24,13:30:46,,30.1,47.8,61.8,nan,nan
2023/2/24,13:30:55,,29.7,48.0,61.1,nan,nan
2023/2/24,13:31:3,,29.1,48.0,60.7,nan,nan
2023/2/24,13:31:12,,29.5,48.0,60.2,nan,nan
2023/2/24,13:31:21,,29.5,48.2,60.2,nan,nan
2023/2/25,17:10:55,,31.5,48.2,61.1,nan,nan
2023/2/25,17:11:4,,38.6,58.7,71.8,nan,nan
2023/2/25,17:11:13,,39.2,59.9,71.7,nan,nan
2023/2/25,17:11:22,,40.9,66.9,80.9,nan,nan
2023/2/25,17:11:31,,41.1,64.8,79.2,nan,nan
2000/44/0,0:53:0,,41.5,66.6,80.0,nan,nan
2023/2/25,17:11:49,,39.5,65.2,77.9,nan,nan
2023/2/25,17:11:58,,38.3,62.5,75.4,nan,nan
2023/2/25,17:12:7,,37.3,59.5,72.5,nan,nan
2023/2/25,17:12:16,,40.3,62.3,75.3,nan,nan
2023/2/25,17:12:25,,40.4,60.7,76.3,nan,nan
2023/2/25,17:12:34,,40.7,66.7,80.4,nan,nan
2023/2/25,17:12:43,,40.9,66.0,78.3,nan,nan
2023/2/25,17:12:52,,39.6,67.3,79.7,nan,nan
2023/2/25,17:13:1,,40.1,69.8,80.3,nan,nan
2023/2/25,17:13:10,,39.5,65.8,77.0,nan,nan
2023/2/25,17:13:19,,39.9,65.7,76.7,nan,nan
2023/2/25,17:13:28,,39.9,65.4,75.3,nan,nan
2023/2/25,17:13:37,,37.7,63.0,75.9,nan,nan
2023/2/25,17:13:46,,38.3,64.2,77.5,nan,nan
2023/2/25,17:13:55,,40.2,67.0,78.3,nan,nan
2023/2/25,17:14:4,,37.7,61.8,76.0,nan,nan
2023/2/25,17:14:13,,39.6,65.4,77.1,nan,nan
2023/2/25,17:14:22,,40.0,64.6,75.9,nan,nan
2023/2/25,17:14:31,,39.1,62.4,74.2,nan,nan
2023/2/25,17:14:40,,40.0,63.2,74.0,nan,nan
2023/2/25,17:14:49,,41.3,65.2,77.4,nan,nan
2023/2/25,17:14:58,,40.8,63.6,74.5,nan,nan
2023/2/25,17:15:7,,40.1,62.8,73.3,nan,nan
2023/2/25,17:15:16,,39.5,63.6,76.8,nan,nan
2023/2/25,17:15:25,,41.9,64.1,77.0,nan,nan
2023/2/25,17:15:34,,39.1,60.3,74.3,nan,nan
2023/2/25,17:15:43,,39.4,65.8,76.5,nan,nan
2023/2/25,17:15:52,,37.2,61.1,73.9,nan,nan
2023/2/25,17:16:1,,39.5,65.1,76.1,nan,nan
2023/2/25,17:16:10,,41.2,68.1,79.9,nan,nan
2023/2/25,17:16:19,,42.2,67.7,79.4,nan,nan
2023/2/25,17:16:28,,40.3,63.5,75.0,nan,nan
2023/2/25,17:16:37,,38.6,64.8,75.9,nan,nan
2023/2/25,17:16:46,,38.6,60.2,74.7,nan,nan
2023/2/25,17:16:55,,39.2,60.3,73.4,nan,nan
