Date,Slot No.,AVG PM1,AVG PM2.5,AVG PM10
16-12-2021,SLOT-1,29.06966569767442,42.308008720930225,57.21183139534885
17-12-2021,SLOT-1,38.2556790123457,60.283267973856155,80.96289760348573
18-12-2021,SLOT-1,27.03214960058095,37.801125635439355,52.698097312999316
19-12-2021,SLOT-1,24.348896952104468,34.07391146589261,49.93514513788099
20-12-2021,SLOT-1,26.01528643944889,36.751740391588136,52.73606961566349
21-12-2021,SLOT-1,31.55439448876001,46.33824510514864,64.59732414793322
22-12-2021,SLOT-1,38.860290909090935,61.16834181818184,81.46715636363645
23-12-2021,SLOT-1,52.046057401812675,85.65662134944623,107.88775427995975
24-12-2021,SLOT-1,33.823776881720484,48.0750268817204,65.58387096774187
25-12-2021,SLOT-1,35.44015290519878,65.53785932721692,93.90365443425078
26-12-2021,SLOT-1,36.150073313783,58.741664222873915,81.83218475073322
27-12-2021,SLOT-1,40.16038869257955,69.12990282685529,92.87065371024723
28-12-2021,SLOT-1,27.075835261453026,47.24700138824619,65.97071263304048
29-12-2021,SLOT-1,17.944787018255575,27.848296146044653,44.06308316430021
30-12-2021,SLOT-1,16.98155297532656,26.49579825834547,39.46148040638605
31-12-2021,SLOT-1,11.446333089846622,16.997268078889682,29.20040175310451
01-01-2022,SLOT-1,11.729141193595312,18.360101892285297,29.560400291120803
02-01-2022,SLOT-1,7.224862119013055,11.597859216255447,21.340580551523963
03-01-2022,SLOT-1,7.916380813953497,12.060327034883711,21.847209302325563
04-01-2022,SLOT-1,13.103464052287588,20.27881626724761,33.92503994190268
05-01-2022,SLOT-1,13.367222222222251,22.18725146198832,39.538442982456196
06-01-2022,SLOT-1,15.759782293178512,25.290297532656034,38.41664731494921
07-01-2022,SLOT-1,16.115580551523976,25.328686502177046,40.25051523947754
08-01-2022,SLOT-1,15.208796229151588,23.88907179115303,33.34722262509066
09-01-2022,SLOT-1,7.309013778100071,11.056453952139236,18.0929151559101
10-01-2022,SLOT-1,7.711653372008687,14.9252574329224,34.440587382160935
11-01-2022,SLOT-1,5.029934017595316,10.132104105571846,25.36408357771262
12-01-2022,SLOT-1,4.86429090909091,8.586545454545444,21.61458909090912
13-01-2022,SLOT-1,7.833664122137407,12.329106870229019,26.815679389312994
14-01-2022,SLOT-1,6.713606676342522,10.610892597968071,21.24102322206097
15-01-2022,SLOT-1,6.371299927378366,10.071583151779226,20.94962236746548
16-01-2022,SLOT-1,8.40773749093546,13.847070340826704,30.79598984771571
17-01-2022,SLOT-1,5.639205539358596,9.117543731778417,18.87625364431484
18-01-2022,SLOT-1,6.657860768672949,9.95395939086293,19.119651921682372
19-01-2022,SLOT-1,9.043728956228959,13.590791245791262,26.113223905723927
20-01-2022,SLOT-1,7.830704787234047,13.360877659574458,31.292792553191493
21-01-2022,SLOT-1,10.556715010877438,19.893567802755587,38.840391588107344
22-01-2022,SLOT-1,9.75456458635704,19.540123367198813,39.48719158200296
23-01-2022,SLOT-1,6.242718023255818,31.67897529069768,101.61858284883724
24-01-2022,SLOT-1,11.3744789579158,92.46099198396863,309.2083266533036
27-01-2022,SLOT-1,10.814032697547681,51.06205722070848,135.82702997275203
28-01-2022,SLOT-1,9.60041025641025,40.67335897435894,101.64820512820509
29-01-2022,SLOT-1,6.282804377564976,21.007852257181938,54.45294117647067
30-01-2022,SLOT-1,5.403834915997071,15.122162162162155,40.39162892622349
31-01-2022,SLOT-1,5.481384615384614,12.716937728937731,32.26767765567759
01-02-2022,SLOT-1,6.503739897134459,13.492843497428336,33.96100661278473
02-02-2022,SLOT-1,7.957640094711915,16.86983425414365,42.43667719021304
03-02-2022,SLOT-1,13.37664406779661,28.882593220338965,67.0908559322033
04-02-2022,SLOT-1,8.54489361702127,20.289911958914146,45.06133528980194
05-02-2022,SLOT-1,5.336237263464337,21.209563318777292,54.63965793304222
06-02-2022,SLOT-1,7.6947709090909155,33.6139636363636,90.44978909090901
07-02-2022,SLOT-1,9.64838709677419,37.33325513196479,97.97655425219936
08-02-2022,SLOT-1,9.928045058139524,31.43560319767447,84.4299200581395
09-02-2022,SLOT-1,7.80686817188637,20.244654042243244,50.690131099781425
10-02-2022,SLOT-1,6.70008005822416,17.798930131004358,44.72628093158662
11-02-2022,SLOT-1,6.592645113886855,13.426811168258642,31.467105069801597
12-02-2022,SLOT-1,5.615899854862121,10.59253265602323,24.29671988388968
13-02-2022,SLOT-1,6.561281864530223,11.541718863801888,25.783976693372207
14-02-2022,SLOT-1,7.994361393323678,13.43798984034833,27.640870827285934
15-02-2022,SLOT-1,8.26242310577644,14.447801950487618,30.554643660915296
16-02-2022,SLOT-1,6.835292809488521,13.285166790214987,29.860941438102337
17-02-2022,SLOT-1,3.805722585330428,7.699157588961504,19.939869281045738
18-02-2022,SLOT-1,3.6696996336996355,7.149670329670323,19.463882783882777
19-02-2022,SLOT-1,5.706102941176466,9.628014705882332,22.528448529411786
20-02-2022,SLOT-1,6.313376230128686,9.988660105980331,21.048849356548054
21-02-2022,SLOT-1,6.656705776173281,11.447599277978334,25.897590252707577
22-02-2022,SLOT-1,5.197381489841977,10.434537246049668,28.756478555304746
23-02-2022,SLOT-1,7.74423805913571,14.186504927975767,33.71036391205457
24-02-2022,SLOT-1,6.524305970149255,11.144082089552235,26.100582089552276
25-02-2022,SLOT-1,8.277121212121209,14.06844696969696,29.935454545454597
26-02-2022,SLOT-1,5.575939849624063,9.544864661654115,21.932112781954896
27-02-2022,SLOT-1,3.929651851851853,7.165592592592592,18.866392592592568
28-02-2022,SLOT-1,5.044902108433733,8.889834337349392,21.294819277108417
01-03-2022,SLOT-1,4.121787072243344,7.795155893536124,20.420577946768038
02-03-2022,SLOT-1,4.305214676034351,8.426362217017966,22.628079625292752
03-03-2022,SLOT-1,3.0600781249999915,5.582994791666664,15.811770833333334
04-03-2022,SLOT-1,2.5227663734115358,5.176823069403715,16.83753665689149
05-03-2022,SLOT-1,3.146486090775992,6.715907759882876,18.394370424597348
06-03-2022,SLOT-1,0,0,0
06+B105059:B105229-03-2022,SLOT-1,0,0,0
06-03-2022,SLOT-1,3.4465058479532096,6.94959795321638,18.19586988304095
07-03-2022,SLOT-1,6.445,11.43,27.310000000000002
07+A106491:B106701-03-2022,SLOT-1,6.14,10.48,27.23
07-03-2022,SLOT-1,3.7149662921348283,6.985378277153553,17.831228464419475
08-03-2022,SLOT-1,3.814487951807225,7.192010542168681,18.07939006024097
09-03-2022,SLOT-1,7.693303030303031,12.778666666666672,26.048893939393917
10-03-2022,SLOT-1,10.114822641509408,16.14552452830191,30.692037735849038
11-03-2022,SLOT-1,12.765822689706978,19.282539444027055,33.48843726521408
12-03-2022,SLOT-1,11.112697636511822,18.151744091279543,34.29063569682154
13-03-2022,SLOT-1,6.101153262518961,10.42305007587254,24.487314112291326
14-03-2022,SLOT-1,5.301086036671369,9.32101551480959,22.210832157968948
15-03-2022,SLOT-1,9.493430656934303,14.932613138686136,30.91683211678833
16-03-2022,SLOT-1,13.730752688172029,22.6306541218638,40.336693548387125
17-03-2022,SLOT-1,10.288992974238873,19.55253708040595,41.54458235753312
